  
       XFOIL         Version 6.99
  
 Calculated polar for: Profile38_12                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.800 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -0.2316   0.01076   0.00651  -0.1372   0.5084   0.1413
  -8.500  -0.1708   0.00827   0.00415  -0.1440   0.4593   0.2258
  -8.000  -0.1077   0.00711   0.00321  -0.1470   0.4863   0.2634
  -7.500  -0.0482   0.00656   0.00269  -0.1486   0.4747   0.2923
  -7.000   0.0138   0.00628   0.00242  -0.1503   0.4620   0.3144
  -6.500   0.0791   0.00610   0.00224  -0.1526   0.4495   0.3364
  -6.000   0.1419   0.00610   0.00220  -0.1540   0.4420   0.3400
  -5.500   0.1994   0.00627   0.00226  -0.1542   0.4252   0.3322
  -5.000   0.2753   0.00606   0.00214  -0.1587   0.4211   0.3668
  -4.500   0.3449   0.00607   0.00214  -0.1616   0.4097   0.3830
  -4.000   0.3994   0.00629   0.00223  -0.1611   0.3958   0.3662
  -3.500   0.4795   0.00617   0.00219  -0.1663   0.3940   0.3983
  -3.000   0.5411   0.00630   0.00226  -0.1674   0.3852   0.3956
  -2.500   0.6141   0.00633   0.00230  -0.1710   0.3763   0.4128
  -2.000   0.6658   0.00655   0.00241  -0.1698   0.3686   0.3929
  -1.500   0.6798   0.00711   0.00268  -0.1602   0.3605   0.2990
  -1.000   0.8060   0.00729   0.00279  -0.1762   0.2800   0.4256
  -0.500   0.8726   0.00686   0.00264  -0.1778   0.3399   0.4168
  -0.000   0.9298   0.00721   0.00284  -0.1781   0.3134   0.4111
   0.500   0.9754   0.00741   0.00298  -0.1756   0.3162   0.3829
   1.000   1.0667   0.00715   0.00293  -0.1831   0.3247   0.4440
   2.000   1.1821   0.00781   0.00339  -0.1838   0.2829   0.4540
   2.500   1.2363   0.00824   0.00368  -0.1834   0.2601   0.4492
   3.000   1.2944   0.00857   0.00395  -0.1839   0.2438   0.4632
   3.500   1.2902   0.01248   0.00662  -0.1736   0.0000   0.4682
   4.500   1.4440   0.01005   0.00508  -0.1805   0.1799   0.4682
   5.000   1.5019   0.01004   0.00519  -0.1807   0.1921   0.4797
   5.500   1.5175   0.01241   0.00690  -0.1740   0.0856   0.4825
   6.000   1.5959   0.01119   0.00616  -0.1776   0.1585   0.4874
   6.500   1.6465   0.01155   0.00651  -0.1766   0.1542   0.4919
   7.000   1.6866   0.01244   0.00726  -0.1740   0.1300   0.4951
   7.500   1.7247   0.01341   0.00810  -0.1711   0.1089   0.4963
   8.000   1.7624   0.01438   0.00899  -0.1682   0.0930   0.5019
   8.500   1.7868   0.01606   0.01047  -0.1634   0.0627   0.5067
   9.000   1.8331   0.01655   0.01101  -0.1620   0.0664   0.5098
   9.500   1.8695   0.01756   0.01199  -0.1591   0.0605   0.5116
  10.000   1.9037   0.01869   0.01310  -0.1560   0.0552   0.5125
  10.500   1.9281   0.02036   0.01471  -0.1517   0.0437   0.5172
  11.000   1.9544   0.02197   0.01632  -0.1478   0.0376   0.5230
  11.500   1.9833   0.02346   0.01781  -0.1444   0.0353   0.5236
  12.000   2.0138   0.02489   0.01927  -0.1412   0.0347   0.5283
  12.500   2.0361   0.02690   0.02129  -0.1373   0.0318   0.5291
  13.000   2.0635   0.02866   0.02310  -0.1343   0.0324   0.5305
  13.500   2.0761   0.03161   0.02607  -0.1300   0.0274   0.5358
  14.000   2.0858   0.03512   0.02961  -0.1262   0.0240   0.5395
  14.500   2.0985   0.03887   0.03343  -0.1235   0.0229   0.5425
  15.000   2.1031   0.04381   0.03842  -0.1211   0.0204   0.5450
  15.500   2.1090   0.04883   0.04352  -0.1194   0.0199   0.5457
  16.000   2.0983   0.05575   0.05052  -0.1177   0.0174   0.5480
  16.500   2.0913   0.06238   0.05725  -0.1165   0.0168   0.5519
  17.000   2.0781   0.06981   0.06479  -0.1156   0.0162   0.5539
  17.500   2.0645   0.07748   0.07258  -0.1151   0.0157   0.5573
  18.000   2.0300   0.08784   0.08306  -0.1152   0.0129   0.5606
  18.500   2.0329   0.09356   0.08890  -0.1152   0.0151   0.5621
  19.000   1.9963   0.10445   0.09989  -0.1163   0.0127   0.5631
  19.500   1.9894   0.11154   0.10709  -0.1172   0.0131   0.5654
  20.000   1.9800   0.11896   0.11462  -0.1184   0.0133   0.5705
  20.500   1.9656   0.12717   0.12293  -0.1204   0.0127   0.5740
  21.000   1.9526   0.13529   0.13114  -0.1228   0.0119   0.5776
  21.500   1.9432   0.14287   0.13881  -0.1254   0.0114   0.5787
  22.000   1.9351   0.15033   0.14635  -0.1284   0.0114   0.5804
  22.500   1.9311   0.15724   0.15335  -0.1315   0.0114   0.5812
  23.000   1.9274   0.16416   0.16036  -0.1349   0.0112   0.5849
  23.500   1.9180   0.17201   0.16828  -0.1393   0.0103   0.5897
  24.000   1.9267   0.17678   0.17312  -0.1420   0.0107   0.5940
  24.500   1.9217   0.18387   0.18030  -0.1465   0.0106   0.5961
  25.000   1.9276   0.19270   0.18922  -0.1552   0.0100   0.5978
