  
       XFOIL         Version 6.99
  
 Calculated polar for: Profile32                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.800 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -0.9043   0.00817   0.00412  -0.0442   0.5264   0.2359
  -8.500  -0.8389   0.00765   0.00364  -0.0468   0.5115   0.2565
  -8.000  -0.7740   0.00716   0.00320  -0.0492   0.4969   0.2777
  -7.500  -0.7095   0.00703   0.00304  -0.0510   0.4872   0.2829
  -7.000  -0.6450   0.00680   0.00281  -0.0528   0.4770   0.2928
  -6.500  -0.5806   0.00662   0.00262  -0.0547   0.4607   0.3042
  -6.000  -0.5162   0.00655   0.00251  -0.0563   0.4487   0.3091
  -5.500  -0.4519   0.00639   0.00236  -0.0580   0.4404   0.3190
  -5.000  -0.3875   0.00633   0.00226  -0.0596   0.4274   0.3255
  -4.500  -0.3232   0.00620   0.00214  -0.0613   0.4194   0.3364
  -4.000  -0.2589   0.00614   0.00206  -0.0629   0.4072   0.3447
  -3.500  -0.1947   0.00609   0.00199  -0.0644   0.3983   0.3518
  -3.000  -0.1303   0.00607   0.00195  -0.0659   0.3904   0.3571
  -2.500  -0.0661   0.00603   0.00189  -0.0675   0.3822   0.3644
  -2.000  -0.0019   0.00604   0.00187  -0.0689   0.3726   0.3683
  -1.500   0.0621   0.00603   0.00184  -0.0704   0.3608   0.3791
  -1.000   0.1262   0.00602   0.00183  -0.0719   0.3546   0.3862
  -0.500   0.1901   0.00605   0.00183  -0.0733   0.3418   0.3948
  -0.000   0.2540   0.00612   0.00186  -0.0747   0.3335   0.3976
   0.500   0.3179   0.00616   0.00188  -0.0761   0.3252   0.4031
   1.000   0.3815   0.00622   0.00192  -0.0775   0.3167   0.4090
   1.500   0.4452   0.00628   0.00196  -0.0788   0.3091   0.4125
   2.000   0.5086   0.00636   0.00202  -0.0801   0.3020   0.4197
   2.500   0.5720   0.00642   0.00207  -0.0814   0.2953   0.4261
   3.000   0.6354   0.00650   0.00214  -0.0827   0.2908   0.4284
   3.500   0.6982   0.00663   0.00223  -0.0839   0.2802   0.4350
   4.000   0.7610   0.00674   0.00233  -0.0851   0.2745   0.4405
   4.500   0.8236   0.00688   0.00244  -0.0863   0.2661   0.4437
   5.000   0.8861   0.00698   0.00254  -0.0874   0.2613   0.4511
   5.500   0.9478   0.00716   0.00269  -0.0884   0.2510   0.4570
   6.000   1.0096   0.00734   0.00284  -0.0895   0.2451   0.4594
   6.500   1.0710   0.00751   0.00299  -0.0904   0.2373   0.4669
   7.000   1.1316   0.00774   0.00320  -0.0913   0.2279   0.4727
   7.500   1.1926   0.00792   0.00336  -0.0922   0.2222   0.4750
   8.000   1.2520   0.00823   0.00361  -0.0929   0.2109   0.4787
   8.500   1.3105   0.00856   0.00389  -0.0934   0.1989   0.4858
   9.000   1.3684   0.00891   0.00420  -0.0939   0.1881   0.4896
   9.500   1.4254   0.00931   0.00454  -0.0942   0.1773   0.4915
  10.000   1.4805   0.00980   0.00495  -0.0942   0.1628   0.4970
  10.500   1.5357   0.01021   0.00533  -0.0943   0.1552   0.5026
  11.000   1.5918   0.01052   0.00563  -0.0944   0.1512   0.5062
  11.500   1.6436   0.01106   0.00612  -0.0940   0.1407   0.5079
  12.000   1.6939   0.01162   0.00663  -0.0933   0.1320   0.5140
  12.500   1.7402   0.01230   0.00726  -0.0920   0.1209   0.5191
  13.000   1.7792   0.01319   0.00808  -0.0896   0.1086   0.5225
  13.500   1.8037   0.01418   0.00902  -0.0848   0.0975   0.5242
  14.000   1.8280   0.01548   0.01029  -0.0807   0.0894   0.5270
  14.500   1.8535   0.01704   0.01185  -0.0776   0.0828   0.5332
  15.000   1.8775   0.01898   0.01379  -0.0750   0.0770   0.5375
  15.500   1.8994   0.02129   0.01612  -0.0729   0.0720   0.5401
  16.000   1.9167   0.02418   0.01901  -0.0710   0.0668   0.5414
  16.500   1.9294   0.02763   0.02248  -0.0693   0.0621   0.5446
  17.000   1.9370   0.03165   0.02656  -0.0679   0.0581   0.5501
  17.500   1.9376   0.03642   0.03138  -0.0665   0.0547   0.5539
  18.000   1.9391   0.04138   0.03642  -0.0656   0.0523   0.5567
  18.500   1.9293   0.04764   0.04275  -0.0650   0.0491   0.5582
  19.000   1.9244   0.05355   0.04873  -0.0646   0.0474   0.5599
  19.500   1.9048   0.06122   0.05650  -0.0646   0.0447   0.5659
  20.000   1.8908   0.06843   0.06381  -0.0649   0.0432   0.5709
  20.500   1.8679   0.07674   0.07222  -0.0655   0.0411   0.5740
  21.000   1.8529   0.08432   0.07989  -0.0664   0.0397   0.5756
  21.500   1.8247   0.09358   0.08926  -0.0679   0.0381   0.5762
  22.000   1.8058   0.10187   0.09764  -0.0696   0.0364   0.5780
  22.500   1.7892   0.10993   0.10579  -0.0715   0.0351   0.5824
  23.000   1.7704   0.11844   0.11440  -0.0740   0.0335   0.5860
  23.500   1.7569   0.12628   0.12233  -0.0766   0.0323   0.5891
  24.000   1.7430   0.13434   0.13047  -0.0797   0.0310   0.5916
  24.500   1.7304   0.14232   0.13853  -0.0833   0.0295   0.5933
  25.000   1.7230   0.14956   0.14584  -0.0868   0.0287   0.5942
