  
       XFOIL         Version 6.99
  
 Calculated polar for: Profile42_12                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.800 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -0.1292   0.01031   0.00570  -0.1530   0.5099   0.0327
  -8.500  -0.0577   0.00917   0.00464  -0.1588   0.4982   0.0628
  -8.000   0.0074   0.00864   0.00412  -0.1619   0.4924   0.0723
  -7.500   0.0721   0.00806   0.00356  -0.1650   0.4811   0.0919
  -6.500   0.1975   0.00619   0.00204  -0.1709   0.4540   0.2432
  -6.000   0.2539   0.00566   0.00170  -0.1716   0.4472   0.3182
  -5.500   0.3091   0.00564   0.00164  -0.1716   0.4163   0.3537
  -5.000   0.3657   0.00570   0.00164  -0.1719   0.3859   0.3841
  -4.500   0.4292   0.00549   0.00158  -0.1734   0.4106   0.4046
  -4.000   0.4871   0.00565   0.00164  -0.1738   0.3956   0.3987
  -3.500   0.5472   0.00568   0.00167  -0.1745   0.3966   0.4014
  -3.000   0.6090   0.00566   0.00169  -0.1757   0.3978   0.4176
  -2.500   0.6677   0.00580   0.00177  -0.1762   0.3867   0.4169
  -2.000   0.7274   0.00586   0.00182  -0.1769   0.3885   0.4124
  -1.000   0.8535   0.00599   0.00198  -0.1799   0.3766   0.4464
  -0.500   0.9150   0.00612   0.00209  -0.1810   0.3679   0.4519
  -0.000   0.9753   0.00631   0.00222  -0.1819   0.3549   0.4564
   0.500   1.0363   0.00651   0.00237  -0.1830   0.3416   0.4616
   1.000   1.0983   0.00669   0.00252  -0.1843   0.3314   0.4667
   1.500   1.1594   0.00687   0.00266  -0.1853   0.3232   0.4699
   2.000   1.2196   0.00704   0.00281  -0.1862   0.3183   0.4712
   2.500   1.2778   0.00755   0.00315  -0.1869   0.2814   0.4765
   3.000   1.3384   0.00788   0.00341  -0.1879   0.2653   0.4806
   4.000   1.4327   0.01062   0.00522  -0.1857   0.0991   0.4851
   4.500   1.5044   0.01010   0.00499  -0.1886   0.1477   0.4909
   5.000   1.5506   0.01133   0.00589  -0.1873   0.0910   0.4939
   5.500   1.6043   0.01181   0.00634  -0.1870   0.0830   0.4985
   6.000   1.6460   0.01272   0.00709  -0.1846   0.0589   0.4999
   6.500   1.6882   0.01338   0.00770  -0.1823   0.0493   0.5006
   7.000   1.7248   0.01438   0.00860  -0.1791   0.0336   0.5057
   7.500   1.7668   0.01506   0.00927  -0.1769   0.0310   0.5094
   8.000   1.8040   0.01597   0.01016  -0.1740   0.0255   0.5124
   8.500   1.8376   0.01707   0.01122  -0.1706   0.0195   0.5145
   9.000   1.8761   0.01790   0.01207  -0.1680   0.0201   0.5154
   9.500   1.9064   0.01921   0.01338  -0.1643   0.0159   0.5205
  10.000   1.9382   0.02044   0.01463  -0.1610   0.0146   0.5244
  10.500   1.9663   0.02191   0.01612  -0.1572   0.0128   0.5273
  11.000   1.9930   0.02347   0.01770  -0.1534   0.0120   0.5292
  11.500   2.0159   0.02531   0.01956  -0.1493   0.0105   0.5301
  12.000   2.0322   0.02764   0.02191  -0.1446   0.0083   0.5319
  12.500   2.0563   0.02959   0.02392  -0.1412   0.0093   0.5372
  13.000   2.0709   0.03236   0.02674  -0.1371   0.0084   0.5413
  13.500   2.0884   0.03514   0.02959  -0.1337   0.0089   0.5435
  14.000   2.0844   0.04041   0.03492  -0.1298   0.0061   0.5448
  15.000   2.0881   0.05149   0.04618  -0.1260   0.0051   0.5521
  15.500   2.0869   0.05749   0.05228  -0.1245   0.0051   0.5559
  16.000   2.0693   0.06554   0.06044  -0.1233   0.0043   0.5583
  16.500   2.0673   0.07169   0.06671  -0.1224   0.0052   0.5598
  17.000   2.0436   0.08071   0.07584  -0.1219   0.0044   0.5605
  17.500   2.0287   0.08872   0.08398  -0.1218   0.0046   0.5654
  18.000   2.0130   0.09695   0.09232  -0.1220   0.0042   0.5689
  18.500   1.9981   0.10509   0.10058  -0.1226   0.0043   0.5711
  19.000   1.9853   0.11298   0.10857  -0.1234   0.0043   0.5733
  19.500   1.9732   0.12090   0.11659  -0.1248   0.0042   0.5752
  20.000   1.9638   0.12841   0.12420  -0.1264   0.0043   0.5782
  20.500   1.9429   0.13772   0.13360  -0.1291   0.0030   0.5821
  21.000   1.9369   0.14493   0.14090  -0.1315   0.0030   0.5857
  21.500   1.9448   0.14994   0.14600  -0.1332   0.0040   0.5893
  22.500   1.9175   0.16688   0.16311  -0.1412   0.0027   0.5968
  23.000   1.9226   0.17232   0.16863  -0.1439   0.0030   0.6013
  23.500   1.9193   0.17923   0.17563  -0.1479   0.0031   0.6044
  24.000   1.9094   0.18732   0.18380  -0.1530   0.0026   0.6059
  24.500   1.9011   0.19523   0.19179  -0.1584   0.0022   0.6100
  25.000   1.8994   0.20201   0.19866  -0.1633   0.0024   0.6163
