  
       XFOIL         Version 6.99
  
 Calculated polar for: Profile42_-12                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.800 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -1.4580   0.01380   0.00846   0.0556   0.5539   0.0082
  -8.500  -1.4093   0.01319   0.00783   0.0565   0.5444   0.0085
  -8.000  -1.3595   0.01260   0.00722   0.0573   0.5327   0.0088
  -7.500  -1.3079   0.01210   0.00669   0.0579   0.5192   0.0089
  -7.000  -1.2551   0.01163   0.00622   0.0583   0.5139   0.0088
  -6.500  -1.2023   0.01112   0.00570   0.0588   0.5042   0.0103
  -6.000  -1.1483   0.01068   0.00527   0.0591   0.4977   0.0109
  -5.500  -1.0933   0.01029   0.00488   0.0593   0.4887   0.0118
  -5.000  -1.0385   0.00985   0.00446   0.0594   0.4808   0.0153
  -4.500  -0.9821   0.00954   0.00414   0.0594   0.4725   0.0158
  -4.000  -0.9263   0.00916   0.00379   0.0595   0.4633   0.0216
  -3.500  -0.8707   0.00873   0.00342   0.0595   0.4547   0.0341
  -3.000  -0.8146   0.00832   0.00308   0.0595   0.4461   0.0507
  -2.500  -0.7573   0.00804   0.00283   0.0594   0.4376   0.0617
  -2.000  -0.7028   0.00746   0.00243   0.0596   0.4275   0.1086
  -1.000  -0.6008   0.00568   0.00142   0.0612   0.4179   0.2995
  -0.500  -0.5461   0.00520   0.00116   0.0615   0.4060   0.3629
  -0.000  -0.4890   0.00491   0.00101   0.0614   0.4010   0.4031
   0.500  -0.4293   0.00485   0.00095   0.0608   0.3927   0.4155
   1.000  -0.3694   0.00476   0.00091   0.0603   0.3900   0.4287
   1.500  -0.3093   0.00473   0.00088   0.0596   0.3835   0.4403
   2.000  -0.2489   0.00475   0.00088   0.0589   0.3686   0.4499
   2.500  -0.1882   0.00469   0.00086   0.0582   0.3742   0.4563
   3.000  -0.1273   0.00481   0.00090   0.0572   0.3512   0.4589
   3.500  -0.0664   0.00473   0.00088   0.0565   0.3630   0.4652
   4.000  -0.0055   0.00477   0.00091   0.0556   0.3535   0.4704
   4.500   0.0556   0.00480   0.00094   0.0546   0.3493   0.4727
   5.000   0.1168   0.00484   0.00097   0.0537   0.3471   0.4749
   5.500   0.1778   0.00488   0.00102   0.0527   0.3402   0.4814
   6.000   0.2390   0.00491   0.00107   0.0516   0.3360   0.4848
   6.500   0.3001   0.00502   0.00114   0.0505   0.3249   0.4873
   7.000   0.3612   0.00513   0.00123   0.0494   0.3163   0.4883
   7.500   0.4221   0.00531   0.00135   0.0483   0.2971   0.4921
   8.000   0.4828   0.00558   0.00155   0.0470   0.2721   0.4978
   8.500   0.5434   0.00587   0.00176   0.0457   0.2484   0.5010
   9.000   0.6036   0.00629   0.00205   0.0443   0.2185   0.5031
   9.500   0.6639   0.00665   0.00233   0.0430   0.1952   0.5070
  10.000   0.7237   0.00723   0.00276   0.0414   0.1588   0.5114
  10.500   0.7834   0.00785   0.00325   0.0397   0.1268   0.5150
  11.000   0.8434   0.00830   0.00362   0.0381   0.1110   0.5172
  11.500   0.9027   0.00894   0.00416   0.0364   0.0888   0.5184
  12.000   0.9619   0.00977   0.00486   0.0343   0.0644   0.5230
  12.500   1.0219   0.01040   0.00545   0.0322   0.0539   0.5276
  13.000   1.0819   0.01116   0.00616   0.0297   0.0443   0.5312
  13.500   1.1419   0.01212   0.00708   0.0267   0.0352   0.5336
  14.000   1.2028   0.01347   0.00838   0.0225   0.0260   0.5395
  14.500   1.2635   0.01467   0.00960   0.0184   0.0238   0.5453
  15.500   1.3724   0.01874   0.01366   0.0085   0.0172   0.5519
  16.000   1.4123   0.02142   0.01636   0.0047   0.0152   0.5582
  16.500   1.4500   0.02412   0.01910   0.0016   0.0141   0.5623
  17.000   1.4758   0.02789   0.02289  -0.0016   0.0115   0.5684
  17.500   1.4977   0.03163   0.02668  -0.0037   0.0106   0.5748
  18.000   1.5171   0.03541   0.03052  -0.0054   0.0098   0.5790
  18.500   1.5328   0.03965   0.03482  -0.0071   0.0096   0.5875
  19.000   1.5500   0.04363   0.03887  -0.0085   0.0102   0.5920
  19.500   1.5410   0.05041   0.04569  -0.0103   0.0069   0.5960
  20.500   1.5578   0.06053   0.05596  -0.0136   0.0072   0.6098
  21.000   1.5581   0.06659   0.06211  -0.0156   0.0067   0.6201
  21.500   1.5548   0.07304   0.06863  -0.0175   0.0061   0.6249
  22.000   1.5533   0.07947   0.07514  -0.0197   0.0054   0.6331
  22.500   1.5498   0.08618   0.08194  -0.0220   0.0054   0.6396
  23.000   1.5517   0.09236   0.08822  -0.0243   0.0054   0.6517
  23.500   1.5519   0.09872   0.09467  -0.0268   0.0055   0.6626
  24.000   1.5475   0.10587   0.10192  -0.0296   0.0053   0.6772
  24.500   1.5389   0.11369   0.10985  -0.0330   0.0046   0.7005
  25.000   1.5333   0.12197   0.11843  -0.0378   0.0040   0.8121
