  
       XFOIL         Version 6.99
  
 Calculated polar for: Profile24_12                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.800 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -0.1642   0.01168   0.00775  -0.1546   0.4584   0.2852
  -8.500  -0.0891   0.01135   0.00737  -0.1597   0.4423   0.2913
  -8.000  -0.0058   0.01082   0.00678  -0.1670   0.4232   0.2994
  -7.500   0.0708   0.01056   0.00648  -0.1721   0.4122   0.3062
  -7.000   0.1515   0.01022   0.00612  -0.1783   0.4008   0.3142
  -6.500   0.2288   0.01001   0.00584  -0.1835   0.3847   0.3202
  -6.000   0.3076   0.00978   0.00558  -0.1890   0.3753   0.3277
  -5.500   0.3810   0.00969   0.00543  -0.1931   0.3624   0.3320
  -5.000   0.4602   0.00948   0.00519  -0.1986   0.3531   0.3412
  -4.500   0.5321   0.00943   0.00510  -0.2021   0.3434   0.3452
  -4.000   0.6078   0.00931   0.00495  -0.2067   0.3348   0.3547
  -3.500   0.6788   0.00929   0.00488  -0.2100   0.3253   0.3598
  -3.000   0.7490   0.00929   0.00484  -0.2132   0.3175   0.3670
  -2.500   0.8198   0.00928   0.00480  -0.2164   0.3082   0.3742
  -2.000   0.8861   0.00934   0.00483  -0.2185   0.3035   0.3778
  -1.500   0.9541   0.00942   0.00487  -0.2211   0.2919   0.3871
  -1.000   1.0189   0.00952   0.00494  -0.2229   0.2872   0.3913
  -0.500   1.0819   0.00969   0.00506  -0.2242   0.2778   0.3977
  -0.000   1.1466   0.00978   0.00515  -0.2259   0.2742   0.4046
   0.500   1.2063   0.01001   0.00533  -0.2265   0.2672   0.4077
   1.000   1.2664   0.01021   0.00551  -0.2272   0.2595   0.4149
   1.500   1.3255   0.01043   0.00571  -0.2277   0.2548   0.4210
   2.000   1.3710   0.01079   0.00604  -0.2253   0.2477   0.4236
   2.500   1.4232   0.01111   0.00635  -0.2244   0.2441   0.4294
   3.000   1.4777   0.01150   0.00672  -0.2239   0.2384   0.4369
   3.500   1.5301   0.01192   0.00712  -0.2230   0.2312   0.4399
   4.000   1.5837   0.01228   0.00747  -0.2223   0.2293   0.4434
   4.500   1.6361   0.01273   0.00791  -0.2215   0.2240   0.4514
   5.000   1.6869   0.01322   0.00838  -0.2204   0.2173   0.4555
   5.500   1.7379   0.01368   0.00883  -0.2192   0.2144   0.4573
   6.000   1.7868   0.01426   0.00939  -0.2178   0.2083   0.4640
   6.500   1.8365   0.01479   0.00992  -0.2166   0.2038   0.4700
   7.000   1.8837   0.01541   0.01053  -0.2149   0.1987   0.4735
   7.500   1.9281   0.01615   0.01123  -0.2127   0.1916   0.4748
   8.000   1.9755   0.01677   0.01187  -0.2111   0.1884   0.4826
   8.500   2.0173   0.01765   0.01272  -0.2086   0.1817   0.4880
   9.000   2.0619   0.01836   0.01344  -0.2066   0.1782   0.4908
   9.500   2.0995   0.01940   0.01445  -0.2035   0.1721   0.4920
  10.000   2.1405   0.02032   0.01537  -0.2010   0.1667   0.4998
  10.500   2.1732   0.02165   0.01668  -0.1974   0.1583   0.5049
  11.000   2.2108   0.02271   0.01775  -0.1945   0.1547   0.5081
  11.500   2.2401   0.02424   0.01924  -0.1905   0.1471   0.5095
  12.000   2.2744   0.02553   0.02055  -0.1873   0.1442   0.5123
  12.500   2.3016   0.02727   0.02228  -0.1832   0.1372   0.5184
  13.000   2.3301   0.02897   0.02400  -0.1795   0.1339   0.5231
  13.500   2.3540   0.03100   0.02602  -0.1754   0.1277   0.5263
  14.000   2.3789   0.03304   0.02809  -0.1715   0.1247   0.5277
  14.500   2.3935   0.03585   0.03090  -0.1668   0.1185   0.5297
  15.000   2.4120   0.03856   0.03365  -0.1629   0.1152   0.5367
  15.500   2.4206   0.04230   0.03743  -0.1586   0.1097   0.5411
  16.000   2.4254   0.04674   0.04192  -0.1548   0.1056   0.5441
  16.500   2.4238   0.05196   0.04719  -0.1513   0.1008   0.5457
  17.000   2.4083   0.05878   0.05407  -0.1479   0.0955   0.5465
  17.500   2.4017   0.06478   0.06015  -0.1454   0.0923   0.5472
  18.000   2.3706   0.07352   0.06900  -0.1429   0.0879   0.5514
  18.500   2.3566   0.08059   0.07617  -0.1414   0.0857   0.5561
  19.000   2.3097   0.09145   0.08716  -0.1403   0.0808   0.5584
  19.500   2.2752   0.10119   0.09702  -0.1402   0.0783   0.5609
  20.000   2.2385   0.11117   0.10711  -0.1408   0.0745   0.5627
  20.500   2.2172   0.11947   0.11551  -0.1419   0.0722   0.5644
  21.000   2.1890   0.12871   0.12485  -0.1439   0.0694   0.5653
  21.500   2.1567   0.13865   0.13490  -0.1470   0.0668   0.5659
  22.000   2.1369   0.14705   0.14338  -0.1501   0.0645   0.5662
  22.500   2.1153   0.15579   0.15220  -0.1540   0.0612   0.5686
  23.000   2.1014   0.16347   0.15996  -0.1578   0.0590   0.5732
  23.500   2.0940   0.17022   0.16675  -0.1615   0.0558   0.5772
  24.000   2.0799   0.17801   0.17461  -0.1662   0.0534   0.5802
  24.500   2.0661   0.18581   0.18248  -0.1713   0.0506   0.5829
  25.000   2.0540   0.19337   0.19010  -0.1766   0.0485   0.5845
