  
       XFOIL         Version 6.99
  
 Calculated polar for: Profile18                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.800 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -0.8775   0.01421   0.00988  -0.0380   0.4420   0.2364
  -8.500  -0.8002   0.01315   0.00882  -0.0447   0.4322   0.2430
  -8.000  -0.7179   0.01212   0.00779  -0.0524   0.4182   0.2533
  -7.500  -0.6378   0.01150   0.00714  -0.0586   0.4068   0.2608
  -7.000  -0.5554   0.01085   0.00649  -0.0653   0.3967   0.2679
  -6.500  -0.4702   0.01021   0.00584  -0.0726   0.3827   0.2784
  -6.000  -0.3881   0.00976   0.00537  -0.0787   0.3738   0.2867
  -5.500  -0.3055   0.00933   0.00492  -0.0849   0.3640   0.2943
  -5.000  -0.2245   0.00902   0.00459  -0.0906   0.3536   0.3042
  -4.500  -0.1502   0.00891   0.00446  -0.0943   0.3460   0.3083
  -4.000  -0.0735   0.00876   0.00429  -0.0988   0.3343   0.3189
  -3.500  -0.0004   0.00870   0.00421  -0.1021   0.3278   0.3241
  -3.000   0.0739   0.00864   0.00413  -0.1059   0.3165   0.3327
  -2.500   0.1456   0.00864   0.00410  -0.1089   0.3115   0.3360
  -2.000   0.2187   0.00862   0.00406  -0.1123   0.3015   0.3451
  -1.500   0.2901   0.00862   0.00405  -0.1152   0.2975   0.3497
  -1.000   0.3625   0.00864   0.00405  -0.1184   0.2882   0.3601
  -0.500   0.4331   0.00867   0.00407  -0.1211   0.2845   0.3639
  -0.000   0.5041   0.00873   0.00411  -0.1240   0.2765   0.3729
   0.500   0.5743   0.00879   0.00415  -0.1266   0.2712   0.3782
   1.000   0.6442   0.00888   0.00422  -0.1292   0.2656   0.3853
   1.500   0.7139   0.00898   0.00430  -0.1317   0.2582   0.3917
   2.000   0.7829   0.00909   0.00439  -0.1340   0.2540   0.3969
   2.500   0.8520   0.00923   0.00451  -0.1364   0.2466   0.4046
   3.000   0.9203   0.00934   0.00461  -0.1385   0.2438   0.4079
   3.500   0.9883   0.00951   0.00475  -0.1407   0.2384   0.4153
   4.000   1.0562   0.00967   0.00490  -0.1428   0.2325   0.4216
   4.500   1.1234   0.00982   0.00504  -0.1447   0.2298   0.4249
   5.000   1.1904   0.01003   0.00522  -0.1466   0.2246   0.4331
   5.500   1.2569   0.01021   0.00539  -0.1484   0.2202   0.4377
   6.000   1.3229   0.01039   0.00556  -0.1501   0.2179   0.4408
   6.500   1.3882   0.01065   0.00580  -0.1517   0.2127   0.4485
   7.000   1.4531   0.01088   0.00602  -0.1532   0.2085   0.4529
   7.500   1.5175   0.01110   0.00623  -0.1546   0.2063   0.4546
   8.000   1.5805   0.01142   0.00652  -0.1558   0.2013   0.4614
   8.500   1.6436   0.01169   0.00679  -0.1570   0.1970   0.4666
   9.000   1.7057   0.01199   0.00707  -0.1579   0.1941   0.4697
   9.500   1.7652   0.01241   0.00744  -0.1585   0.1884   0.4721
  10.000   1.8261   0.01270   0.00775  -0.1593   0.1857   0.4796
  10.500   1.8846   0.01309   0.00813  -0.1597   0.1824   0.4841
  11.000   1.9398   0.01360   0.00861  -0.1596   0.1768   0.4864
  11.500   1.9961   0.01398   0.00899  -0.1595   0.1751   0.4899
  12.000   2.0488   0.01448   0.00950  -0.1590   0.1721   0.4967
  12.500   2.0958   0.01515   0.01016  -0.1575   0.1674   0.5012
  13.000   2.1415   0.01576   0.01079  -0.1558   0.1653   0.5033
  13.500   2.1593   0.01699   0.01204  -0.1494   0.1627   0.5062
  14.000   2.1844   0.01855   0.01362  -0.1452   0.1584   0.5132
  14.500   2.2166   0.02002   0.01513  -0.1425   0.1560   0.5179
  15.000   2.2465   0.02180   0.01696  -0.1400   0.1540   0.5202
  15.500   2.2668   0.02439   0.01956  -0.1371   0.1501   0.5226
  16.000   2.2910   0.02694   0.02216  -0.1351   0.1468   0.5300
  16.500   2.3105   0.03000   0.02528  -0.1332   0.1446   0.5347
  17.000   2.3196   0.03396   0.02929  -0.1309   0.1411   0.5375
  17.500   2.3265   0.03836   0.03375  -0.1291   0.1382   0.5386
  18.000   2.3380   0.04250   0.03796  -0.1278   0.1369   0.5454
  18.500   2.3304   0.04851   0.04407  -0.1263   0.1345   0.5502
  19.000   2.3190   0.05496   0.05060  -0.1249   0.1310   0.5536
  19.500   2.3047   0.06191   0.05765  -0.1239   0.1293   0.5556
  20.000   2.2933   0.06858   0.06442  -0.1232   0.1279   0.5567
  20.500   2.2568   0.07797   0.07392  -0.1226   0.1251   0.5609
  21.000   2.2270   0.08676   0.08282  -0.1226   0.1217   0.5656
  21.500   2.2123   0.09409   0.09026  -0.1230   0.1207   0.5696
  22.500   2.1415   0.11361   0.10999  -0.1257   0.1149   0.5739
  23.000   2.1414   0.11936   0.11580  -0.1271   0.1133   0.5752
  23.500   2.1284   0.12670   0.12323  -0.1292   0.1121   0.5781
  24.000   2.1008   0.13596   0.13257  -0.1325   0.1086   0.5830
  24.500   2.0872   0.14355   0.14024  -0.1356   0.1058   0.5873
  25.000   2.0695   0.15167   0.14844  -0.1395   0.1029   0.5904
