  
       XFOIL         Version 6.99
  
 Calculated polar for: Profile34_-12                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.800 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -1.5732   0.01528   0.01002   0.0682   0.5515   0.0610
  -8.500  -1.5390   0.01369   0.00850   0.0700   0.5386   0.0787
  -8.000  -1.4970   0.01240   0.00733   0.0712   0.5331   0.1001
  -7.500  -1.4542   0.01098   0.00610   0.0723   0.5211   0.1351
  -7.000  -1.4072   0.00973   0.00507   0.0731   0.5115   0.1756
  -6.500  -1.3529   0.00904   0.00447   0.0731   0.4973   0.1980
  -6.000  -1.2976   0.00840   0.00395   0.0730   0.4893   0.2229
  -5.500  -1.2400   0.00794   0.00357   0.0726   0.4784   0.2424
  -5.000  -1.1833   0.00737   0.00312   0.0724   0.4715   0.2702
  -4.500  -1.1248   0.00695   0.00279   0.0720   0.4580   0.2943
  -4.000  -1.0650   0.00666   0.00254   0.0713   0.4451   0.3123
  -3.500  -1.0045   0.00641   0.00234   0.0706   0.4380   0.3274
  -3.000  -0.9426   0.00629   0.00221   0.0697   0.4277   0.3360
  -2.500  -0.8812   0.00611   0.00206   0.0689   0.4216   0.3472
  -2.000  -0.8185   0.00606   0.00198   0.0679   0.4136   0.3519
  -1.500  -0.7563   0.00594   0.00187   0.0669   0.4055   0.3604
  -1.000  -0.6934   0.00588   0.00180   0.0658   0.3994   0.3643
  -0.500  -0.6305   0.00584   0.00174   0.0647   0.3881   0.3713
  -0.000  -0.5679   0.00575   0.00166   0.0636   0.3819   0.3792
   0.500  -0.5052   0.00567   0.00159   0.0625   0.3711   0.3910
   1.000  -0.4419   0.00567   0.00156   0.0613   0.3611   0.3966
   1.500  -0.3783   0.00567   0.00155   0.0601   0.3535   0.3990
   2.000  -0.3150   0.00566   0.00153   0.0588   0.3446   0.4065
   2.500  -0.2516   0.00565   0.00151   0.0576   0.3361   0.4113
   3.500  -0.1247   0.00568   0.00152   0.0550   0.3183   0.4249
   4.000  -0.0611   0.00572   0.00155   0.0536   0.3115   0.4301
   4.500   0.0026   0.00575   0.00157   0.0523   0.3052   0.4352
   5.000   0.0660   0.00573   0.00159   0.0510   0.3031   0.4423
   6.000   0.1934   0.00592   0.00172   0.0481   0.2830   0.4520
   6.500   0.2568   0.00599   0.00178   0.0467   0.2741   0.4585
   7.000   0.3203   0.00603   0.00184   0.0453   0.2724   0.4627
   7.500   0.3839   0.00616   0.00194   0.0438   0.2641   0.4645
   8.000   0.4473   0.00627   0.00204   0.0423   0.2554   0.4710
   8.500   0.5104   0.00642   0.00218   0.0408   0.2456   0.4774
   9.000   0.5737   0.00652   0.00228   0.0393   0.2410   0.4808
   9.500   0.6368   0.00675   0.00246   0.0377   0.2292   0.4823
  10.000   0.6995   0.00695   0.00264   0.0362   0.2201   0.4894
  10.500   0.7618   0.00720   0.00286   0.0347   0.2076   0.4949
  11.000   0.8241   0.00748   0.00310   0.0331   0.1960   0.4980
  11.500   0.8862   0.00778   0.00335   0.0315   0.1857   0.4993
  12.000   0.9471   0.00827   0.00376   0.0299   0.1682   0.5038
  12.500   1.0084   0.00854   0.00403   0.0284   0.1611   0.5102
  13.000   1.0685   0.00901   0.00444   0.0269   0.1486   0.5151
  13.500   1.1285   0.00946   0.00485   0.0253   0.1395   0.5172
  14.000   1.1870   0.01009   0.00542   0.0238   0.1261   0.5237
  14.500   1.2446   0.01076   0.00605   0.0221   0.1148   0.5298
  15.000   1.3005   0.01173   0.00694   0.0202   0.1005   0.5334
  15.500   1.3559   0.01290   0.00806   0.0177   0.0897   0.5351
  16.000   1.4077   0.01458   0.00970   0.0145   0.0797   0.5380
  16.500   1.4487   0.01686   0.01197   0.0114   0.0718   0.5447
  17.000   1.4660   0.01952   0.01464   0.0121   0.0674   0.5493
  17.500   1.4889   0.02219   0.01732   0.0119   0.0628   0.5524
  18.000   1.5047   0.02549   0.02064   0.0116   0.0587   0.5538
  18.500   1.5176   0.02908   0.02425   0.0114   0.0547   0.5593
  19.000   1.5296   0.03296   0.02818   0.0108   0.0520   0.5653
  19.500   1.5354   0.03749   0.03275   0.0102   0.0486   0.5693
  20.000   1.5405   0.04217   0.03748   0.0094   0.0459   0.5716
  20.500   1.5406   0.04748   0.04284   0.0084   0.0437   0.5730
  21.000   1.5375   0.05321   0.04864   0.0072   0.0416   0.5796
  21.500   1.5356   0.05893   0.05443   0.0059   0.0396   0.5857
  22.000   1.5326   0.06488   0.06045   0.0044   0.0381   0.5893
  22.500   1.5242   0.07147   0.06710   0.0027   0.0361   0.5911
  23.000   1.5194   0.07781   0.07351   0.0008   0.0350   0.5952
  23.500   1.5106   0.08476   0.08055  -0.0014   0.0337   0.6013
  24.000   1.4990   0.09209   0.08795  -0.0039   0.0319   0.6054
  24.500   1.4916   0.09910   0.09505  -0.0065   0.0311   0.6084
  25.000   1.4764   0.10708   0.10310  -0.0095   0.0292   0.6099
