  
       XFOIL         Version 6.99
  
 Calculated polar for: Profile50_-15                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.800 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -1.3569   0.01222   0.00701   0.0347   0.6258   0.0118
  -8.000  -1.2667   0.01116   0.00595   0.0387   0.6119   0.0150
  -7.000  -1.1676   0.01024   0.00505   0.0413   0.5962   0.0197
  -6.000  -1.0630   0.00952   0.00435   0.0429   0.5803   0.0235
  -5.000  -0.9541   0.00894   0.00377   0.0438   0.5650   0.0254
  -4.000  -0.8437   0.00839   0.00325   0.0444   0.5518   0.0291
  -3.000  -0.7308   0.00792   0.00279   0.0445   0.5387   0.0326
  -2.000  -0.6171   0.00745   0.00238   0.0444   0.5259   0.0411
  -1.000  -0.5031   0.00691   0.00198   0.0441   0.5133   0.0712
  -0.000  -0.3889   0.00630   0.00162   0.0437   0.5003   0.1354
   1.000  -0.2755   0.00558   0.00130   0.0432   0.4844   0.2526
   2.000  -0.1618   0.00488   0.00104   0.0425   0.4691   0.3915
   3.000  -0.0439   0.00457   0.00096   0.0410   0.4541   0.4692
   4.000   0.0762   0.00447   0.00095   0.0392   0.4391   0.5109
   5.000   0.1967   0.00449   0.00100   0.0371   0.4177   0.5446
   6.000   0.3174   0.00458   0.00110   0.0348   0.3938   0.5703
   7.000   0.4370   0.00489   0.00132   0.0325   0.3475   0.5964
   8.000   0.5541   0.00558   0.00178   0.0302   0.2653   0.6277
   9.000   0.6688   0.00665   0.00252   0.0277   0.1644   0.6701
  10.000   0.7841   0.00754   0.00327   0.0250   0.1059   0.7306
  11.000   0.8979   0.00848   0.00420   0.0221   0.0625   0.8285
  12.000   1.0083   0.01004   0.00556   0.0192   0.0300   0.8328
  13.000   1.1184   0.01143   0.00688   0.0160   0.0239   0.8345
  14.000   1.2211   0.01329   0.00870   0.0127   0.0198   0.8356
  15.000   1.2941   0.01604   0.01146   0.0122   0.0169   0.8368
  16.000   1.3258   0.02050   0.01588   0.0164   0.0086   0.8384
  17.000   1.3748   0.02457   0.01998   0.0179   0.0077   0.8388
  18.000   1.4157   0.02975   0.02520   0.0188   0.0062   0.8397
  19.000   1.4599   0.03507   0.03060   0.0187   0.0067   0.8403
  20.000   1.4909   0.04207   0.03768   0.0180   0.0056   0.8403
  21.000   1.5227   0.04928   0.04497   0.0166   0.0056   0.8400
  22.000   1.5448   0.05785   0.05365   0.0144   0.0057   0.8398
  23.000   1.5562   0.06818   0.06409   0.0112   0.0051   0.8397
  24.000   1.5701   0.07870   0.07477   0.0071   0.0055   0.8395
  25.000   1.5615   0.09255   0.08880   0.0013   0.0052   0.8392
