  
       XFOIL         Version 6.99
  
 Calculated polar for: Profile38                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.800 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -0.8880   0.01410   0.00904  -0.0312   0.5309   0.0208
  -8.500  -0.8322   0.01265   0.00759  -0.0342   0.5170   0.0260
  -8.000  -0.7737   0.01086   0.00585  -0.0382   0.5068   0.0425
  -6.500  -0.6008   0.00922   0.00421  -0.0417   0.4738   0.0639
  -6.000  -0.5610   0.00726   0.00275  -0.0406   0.4623   0.1857
  -5.500  -0.5161   0.00605   0.00194  -0.0392   0.4560   0.2825
  -5.000  -0.4480   0.00658   0.00220  -0.0410   0.4486   0.2307
  -4.500  -0.3984   0.00554   0.00157  -0.0402   0.4445   0.3300
  -4.000  -0.3320   0.00613   0.00183  -0.0417   0.4289   0.2683
  -3.500  -0.2759   0.00531   0.00136  -0.0421   0.4226   0.3637
  -3.000  -0.2138   0.00544   0.00139  -0.0430   0.4147   0.3488
  -2.500  -0.1500   0.00523   0.00127  -0.0446   0.4072   0.3833
  -2.000  -0.0860   0.00518   0.00124  -0.0460   0.4025   0.3929
  -1.500  -0.0231   0.00526   0.00124  -0.0473   0.3843   0.3956
  -1.000   0.0385   0.00535   0.00127  -0.0481   0.3839   0.3822
  -0.500   0.1063   0.00523   0.00123  -0.0505   0.3792   0.4113
  -0.000   0.1563   0.00604   0.00154  -0.0487   0.3309   0.3276
   0.500   0.2183   0.00751   0.00226  -0.0516   0.0013   0.4247
   1.500   0.3489   0.00653   0.00181  -0.0541   0.2258   0.3984
   2.000   0.4264   0.00601   0.00162  -0.0583   0.2738   0.4360
   2.500   0.4757   0.00820   0.00282  -0.0583   0.0000   0.4462
   3.000   0.5571   0.00588   0.00161  -0.0616   0.3020   0.4362
   3.500   0.6272   0.00584   0.00164  -0.0645   0.3036   0.4544
   4.000   0.6916   0.00610   0.00181  -0.0663   0.2792   0.4606
   4.500   0.7599   0.00624   0.00192  -0.0688   0.2676   0.4657
   5.000   0.8265   0.00625   0.00196  -0.0708   0.2746   0.4677
   5.500   0.8876   0.00670   0.00225  -0.0721   0.2396   0.4700
   6.000   0.9347   0.00756   0.00275  -0.0705   0.1892   0.4406
   6.500   1.0121   0.00709   0.00258  -0.0747   0.2239   0.4712
   7.000   1.0729   0.00755   0.00292  -0.0759   0.1970   0.4818
   7.500   1.1267   0.00844   0.00354  -0.0761   0.1487   0.4824
   8.000   1.1891   0.00854   0.00369  -0.0774   0.1518   0.4928
   8.500   1.2506   0.00866   0.00386  -0.0785   0.1558   0.4980
   9.000   1.2975   0.00999   0.00484  -0.0778   0.0993   0.4994
   9.500   1.3595   0.00994   0.00489  -0.0789   0.1140   0.5028
  10.000   1.3950   0.01201   0.00652  -0.0767   0.0464   0.5074
  10.500   1.4566   0.01193   0.00656  -0.0778   0.0612   0.5118
  11.000   1.5119   0.01228   0.00693  -0.0781   0.0638   0.5146
  11.500   1.5617   0.01293   0.00755  -0.0776   0.0577   0.5158
  12.000   1.6084   0.01384   0.00840  -0.0770   0.0485   0.5204
  12.500   1.6518   0.01466   0.00921  -0.0757   0.0442   0.5252
  13.000   1.6826   0.01572   0.01026  -0.0727   0.0401   0.5279
  13.500   1.7219   0.01666   0.01124  -0.0714   0.0409   0.5309
  14.000   1.7452   0.01883   0.01338  -0.0693   0.0331   0.5338
  14.500   1.7797   0.02055   0.01515  -0.0687   0.0327   0.5396
  15.000   1.7989   0.02367   0.01828  -0.0678   0.0270   0.5440
  15.500   1.8170   0.02709   0.02172  -0.0672   0.0239   0.5465
  16.000   1.8272   0.03136   0.02602  -0.0667   0.0201   0.5477
  16.500   1.8384   0.03564   0.03037  -0.0664   0.0191   0.5525
  17.000   1.9270   0.04106   0.03586  -0.0819   0.0185   0.5589
  17.500   1.9212   0.04755   0.04243  -0.0821   0.0164   0.5606
  18.000   1.9329   0.05227   0.04725  -0.0824   0.0180   0.5634
  18.500   1.8995   0.06225   0.05731  -0.0831   0.0131   0.5644
  19.000   1.9234   0.06569   0.06087  -0.0836   0.0170   0.5720
  19.500   1.9155   0.07293   0.06820  -0.0846   0.0168   0.5751
  20.000   1.8942   0.08186   0.07724  -0.0859   0.0153   0.5783
  20.500   1.8492   0.09399   0.08945  -0.0881   0.0105   0.5796
  21.000   1.8623   0.09869   0.09427  -0.0890   0.0138   0.5770
  21.500   1.8394   0.10824   0.10390  -0.0914   0.0118   0.5845
  22.000   1.8291   0.11623   0.11200  -0.0937   0.0118   0.5896
  22.500   1.8287   0.12292   0.11879  -0.0959   0.0126   0.5935
  23.000   1.8194   0.13078   0.12674  -0.0987   0.0124   0.5951
  23.500   1.8146   0.13812   0.13417  -0.1016   0.0125   0.5966
  24.000   1.7924   0.14824   0.14436  -0.1063   0.0098   0.5991
  24.500   1.8005   0.15378   0.15001  -0.1092   0.0121   0.6074
  25.000   1.7915   0.16201   0.15832  -0.1137   0.0108   0.6111
