  
       XFOIL         Version 6.99
  
 Calculated polar for: Profile32_-12                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.800 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -1.6208   0.01285   0.00797   0.0724   0.5508   0.1264
  -8.500  -1.5755   0.01154   0.00678   0.0729   0.5398   0.1515
  -8.000  -1.5248   0.01049   0.00588   0.0729   0.5302   0.1768
  -7.500  -1.4682   0.00991   0.00534   0.0724   0.5191   0.1906
  -7.000  -1.4121   0.00920   0.00474   0.0720   0.5098   0.2132
  -6.500  -1.3538   0.00866   0.00428   0.0713   0.4990   0.2311
  -6.000  -1.2945   0.00820   0.00389   0.0705   0.4905   0.2486
  -5.500  -1.2358   0.00761   0.00342   0.0698   0.4782   0.2768
  -5.000  -1.1748   0.00729   0.00315   0.0688   0.4672   0.2916
  -4.500  -1.1129   0.00706   0.00293   0.0678   0.4535   0.3036
  -4.000  -1.0502   0.00693   0.00279   0.0667   0.4456   0.3092
  -3.500  -0.9878   0.00672   0.00260   0.0656   0.4337   0.3209
  -3.000  -0.9250   0.00657   0.00245   0.0644   0.4212   0.3321
  -2.500  -0.8619   0.00644   0.00233   0.0632   0.4146   0.3387
  -2.000  -0.7984   0.00636   0.00223   0.0620   0.4062   0.3460
  -1.500  -0.7350   0.00625   0.00212   0.0607   0.3983   0.3532
  -1.000  -0.6712   0.00619   0.00206   0.0594   0.3928   0.3580
  -0.500  -0.6076   0.00610   0.00197   0.0581   0.3812   0.3674
  -0.000  -0.5437   0.00604   0.00191   0.0568   0.3757   0.3740
   0.500  -0.4800   0.00596   0.00184   0.0555   0.3637   0.3855
   1.000  -0.4156   0.00596   0.00182   0.0540   0.3575   0.3876
   1.500  -0.3513   0.00596   0.00179   0.0526   0.3460   0.3944
   2.000  -0.2871   0.00594   0.00177   0.0512   0.3384   0.4009
   2.500  -0.2227   0.00594   0.00176   0.0497   0.3293   0.4068
   3.000  -0.1587   0.00591   0.00175   0.0483   0.3235   0.4167
   3.500  -0.0941   0.00596   0.00177   0.0467   0.3132   0.4199
   4.000  -0.0296   0.00597   0.00178   0.0452   0.3098   0.4247
   4.500   0.0348   0.00602   0.00182   0.0437   0.2996   0.4317
   5.000   0.0992   0.00605   0.00185   0.0422   0.2944   0.4359
   5.500   0.1639   0.00615   0.00191   0.0405   0.2860   0.4384
   6.000   0.2280   0.00617   0.00195   0.0390   0.2796   0.4483
   6.500   0.2924   0.00628   0.00204   0.0374   0.2717   0.4529
   7.000   0.3569   0.00637   0.00211   0.0358   0.2649   0.4554
   7.500   0.4210   0.00644   0.00220   0.0342   0.2591   0.4646
   8.000   0.4852   0.00656   0.00231   0.0326   0.2502   0.4692
   8.500   0.5494   0.00670   0.00242   0.0309   0.2446   0.4709
   9.000   0.6134   0.00686   0.00256   0.0293   0.2357   0.4752
   9.500   0.6772   0.00699   0.00270   0.0276   0.2301   0.4821
  10.000   0.7408   0.00719   0.00287   0.0260   0.2207   0.4868
  10.500   0.8043   0.00747   0.00310   0.0242   0.2083   0.4885
  11.000   0.8673   0.00777   0.00335   0.0225   0.1965   0.4954
  11.500   0.9302   0.00798   0.00357   0.0209   0.1898   0.5018
  12.000   0.9928   0.00830   0.00385   0.0192   0.1799   0.5050
  12.500   1.0546   0.00880   0.00426   0.0174   0.1648   0.5063
  13.000   1.1163   0.00913   0.00457   0.0157   0.1576   0.5129
  13.500   1.1776   0.00948   0.00492   0.0141   0.1514   0.5186
  14.000   1.2377   0.01001   0.00541   0.0124   0.1410   0.5222
  14.500   1.2979   0.01046   0.00583   0.0108   0.1343   0.5240
  15.000   1.3551   0.01136   0.00663   0.0090   0.1193   0.5278
  15.500   1.4118   0.01229   0.00753   0.0069   0.1070   0.5348
  16.000   1.4673   0.01351   0.00870   0.0043   0.0969   0.5395
  16.500   1.5189   0.01521   0.01037   0.0011   0.0881   0.5420
  17.000   1.5577   0.01765   0.01280  -0.0018   0.0810   0.5445
  17.500   1.5667   0.02081   0.01598  -0.0007   0.0756   0.5524
  18.000   1.5776   0.02441   0.01960  -0.0006   0.0695   0.5576
  18.500   1.5900   0.02797   0.02318  -0.0006   0.0656   0.5605
  19.000   1.5986   0.03206   0.02731  -0.0009   0.0621   0.5618
  19.500   1.6019   0.03674   0.03202  -0.0013   0.0579   0.5688
  20.000   1.6076   0.04134   0.03669  -0.0019   0.0556   0.5743
  20.500   1.6010   0.04729   0.04270  -0.0028   0.0524   0.5779
  21.000   1.6001   0.05275   0.04822  -0.0038   0.0504   0.5799
  21.500   1.5926   0.05896   0.05449  -0.0050   0.0475   0.5809
  22.000   1.5872   0.06514   0.06074  -0.0064   0.0458   0.5866
  22.500   1.5658   0.07323   0.06891  -0.0083   0.0433   0.5911
  23.000   1.5581   0.07988   0.07565  -0.0101   0.0420   0.5950
  23.500   1.5426   0.08757   0.08342  -0.0124   0.0400   0.5976
  24.000   1.5314   0.09488   0.09081  -0.0147   0.0383   0.5993
  24.500   1.5183   0.10254   0.09854  -0.0173   0.0369   0.6020
  25.000   1.5037   0.11052   0.10659  -0.0203   0.0350   0.6081
