  
       XFOIL         Version 6.99
  
 Calculated polar for: Profile34_12                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.800 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -0.1750   0.00812   0.00440  -0.1575   0.5034   0.2927
  -8.500  -0.1067   0.00771   0.00395  -0.1610   0.4863   0.3033
  -8.000  -0.0399   0.00738   0.00358  -0.1640   0.4721   0.3143
  -7.500   0.0253   0.00715   0.00330  -0.1664   0.4591   0.3219
  -7.000   0.0892   0.00700   0.00311  -0.1683   0.4474   0.3288
  -6.500   0.1531   0.00681   0.00289  -0.1704   0.4340   0.3373
  -6.000   0.2161   0.00667   0.00271  -0.1721   0.4242   0.3478
  -5.500   0.2784   0.00660   0.00261  -0.1735   0.4142   0.3538
  -5.000   0.3397   0.00658   0.00255  -0.1747   0.4040   0.3610
  -4.500   0.4014   0.00652   0.00248  -0.1759   0.3970   0.3682
  -4.000   0.4616   0.00658   0.00248  -0.1767   0.3868   0.3719
  -3.500   0.5219   0.00657   0.00245  -0.1776   0.3761   0.3827
  -3.000   0.5807   0.00668   0.00250  -0.1781   0.3613   0.3869
  -2.500   0.6395   0.00675   0.00253  -0.1786   0.3510   0.3970
  -2.000   0.6987   0.00682   0.00258  -0.1791   0.3432   0.4021
  -1.500   0.7564   0.00698   0.00268  -0.1793   0.3322   0.4046
  -1.000   0.8150   0.00705   0.00274  -0.1797   0.3263   0.4118
  -0.500   0.8718   0.00720   0.00285  -0.1798   0.3158   0.4165
  -0.000   0.9293   0.00732   0.00295  -0.1799   0.3094   0.4193
   0.500   0.9855   0.00747   0.00307  -0.1798   0.3026   0.4272
   1.000   1.0415   0.00760   0.00318  -0.1796   0.2958   0.4331
   1.500   1.0969   0.00775   0.00332  -0.1793   0.2911   0.4355
   2.000   1.1460   0.00799   0.00350  -0.1778   0.2780   0.4401
   2.500   1.1938   0.00822   0.00370  -0.1760   0.2703   0.4469
   3.000   1.2473   0.00843   0.00391  -0.1753   0.2642   0.4514
   3.500   1.3008   0.00866   0.00413  -0.1747   0.2596   0.4549
   4.000   1.3516   0.00904   0.00445  -0.1736   0.2456   0.4622
   4.500   1.4026   0.00939   0.00476  -0.1726   0.2363   0.4670
   5.000   1.4543   0.00970   0.00505  -0.1717   0.2300   0.4692
   5.500   1.5035   0.01012   0.00542  -0.1704   0.2190   0.4735
   6.000   1.5508   0.01061   0.00585  -0.1688   0.2056   0.4796
   6.500   1.5967   0.01118   0.00635  -0.1670   0.1915   0.4838
   7.000   1.6410   0.01180   0.00689  -0.1649   0.1786   0.4860
   7.500   1.6834   0.01249   0.00751  -0.1626   0.1649   0.4874
   8.000   1.7267   0.01314   0.00812  -0.1605   0.1562   0.4942
   8.500   1.7718   0.01367   0.00866  -0.1586   0.1520   0.4991
   9.000   1.8086   0.01461   0.00953  -0.1556   0.1383   0.5020
   9.500   1.8472   0.01544   0.01032  -0.1528   0.1299   0.5035
  10.000   1.8741   0.01684   0.01161  -0.1484   0.1118   0.5075
  10.500   1.9058   0.01801   0.01276  -0.1449   0.1020   0.5144
  11.000   1.9352   0.01933   0.01403  -0.1411   0.0924   0.5181
  11.500   1.9617   0.02078   0.01545  -0.1370   0.0845   0.5202
  12.000   1.9849   0.02247   0.01711  -0.1327   0.0765   0.5211
  12.500   2.0072   0.02428   0.01891  -0.1285   0.0699   0.5230
  13.000   2.0291   0.02626   0.02088  -0.1245   0.0642   0.5288
  13.500   2.0459   0.02863   0.02327  -0.1202   0.0589   0.5329
  14.000   2.0628   0.03120   0.02585  -0.1163   0.0543   0.5359
  14.500   2.0766   0.03424   0.02893  -0.1127   0.0515   0.5378
  15.000   2.0857   0.03806   0.03279  -0.1095   0.0480   0.5388
  15.500   2.0889   0.04278   0.03756  -0.1068   0.0446   0.5399
  16.000   2.0925   0.04768   0.04253  -0.1047   0.0422   0.5459
  16.500   2.0864   0.05369   0.04863  -0.1028   0.0394   0.5504
  17.000   2.0784   0.06000   0.05502  -0.1013   0.0377   0.5533
  17.500   2.0602   0.06756   0.06269  -0.1000   0.0355   0.5551
  18.000   2.0440   0.07510   0.07034  -0.0994   0.0345   0.5563
  18.500   2.0245   0.08303   0.07837  -0.0990   0.0329   0.5571
  19.000   1.9996   0.09188   0.08733  -0.0992   0.0316   0.5587
  19.500   1.9829   0.09976   0.09533  -0.0998   0.0307   0.5635
  20.500   1.9381   0.11738   0.11318  -0.1028   0.0281   0.5703
  21.000   1.9251   0.12511   0.12101  -0.1048   0.0275   0.5729
  21.500   1.9093   0.13327   0.12926  -0.1074   0.0262   0.5743
  22.000   1.8953   0.14116   0.13723  -0.1103   0.0248   0.5752
  22.500   1.8849   0.14869   0.14484  -0.1136   0.0237   0.5756
  23.000   1.8987   0.15911   0.15534  -0.1246   0.0216   0.5798
  23.500   1.8901   0.16688   0.16319  -0.1292   0.0203   0.5843
  24.000   1.8896   0.17318   0.16955  -0.1331   0.0189   0.5878
  24.500   1.8818   0.18062   0.17706  -0.1380   0.0179   0.5904
