  
       XFOIL         Version 6.99
  
 Calculated polar for: Profile28                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.800 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -0.8683   0.00840   0.00443  -0.0533   0.5140   0.2629
  -8.500  -0.7994   0.00812   0.00412  -0.0564   0.4978   0.2706
  -8.000  -0.7309   0.00788   0.00386  -0.0594   0.4814   0.2773
  -7.500  -0.6627   0.00766   0.00362  -0.0621   0.4718   0.2852
  -7.000  -0.5949   0.00749   0.00343  -0.0647   0.4591   0.2915
  -6.500  -0.5267   0.00728   0.00321  -0.0675   0.4443   0.3028
  -6.000  -0.4598   0.00722   0.00310  -0.0697   0.4328   0.3065
  -5.500  -0.3922   0.00707   0.00295  -0.0722   0.4201   0.3155
  -5.000  -0.3255   0.00703   0.00286  -0.0743   0.4071   0.3202
  -4.500  -0.2581   0.00689   0.00274  -0.0767   0.3999   0.3301
  -4.000  -0.1915   0.00685   0.00267  -0.0788   0.3894   0.3364
  -3.500  -0.1246   0.00677   0.00258  -0.0810   0.3815   0.3450
  -3.000  -0.0583   0.00677   0.00255  -0.0829   0.3712   0.3493
  -2.500   0.0083   0.00674   0.00250  -0.0850   0.3611   0.3581
  -2.000   0.0745   0.00674   0.00248  -0.0869   0.3540   0.3618
  -1.500   0.1408   0.00673   0.00245  -0.0889   0.3446   0.3713
  -1.000   0.2068   0.00675   0.00245  -0.0908   0.3368   0.3763
  -0.500   0.2728   0.00677   0.00246  -0.0927   0.3260   0.3860
  -0.000   0.3386   0.00679   0.00247  -0.0944   0.3217   0.3902
   0.500   0.4040   0.00688   0.00251  -0.0962   0.3131   0.3945
   1.000   0.4696   0.00691   0.00254  -0.0979   0.3054   0.4018
   1.500   0.5347   0.00703   0.00261  -0.0996   0.2952   0.4056
   2.000   0.6001   0.00706   0.00265  -0.1013   0.2912   0.4132
   2.500   0.6649   0.00719   0.00274  -0.1029   0.2807   0.4194
   3.000   0.7297   0.00729   0.00282  -0.1044   0.2748   0.4240
   3.500   0.7942   0.00741   0.00292  -0.1060   0.2672   0.4312
   4.000   0.8587   0.00750   0.00301  -0.1075   0.2631   0.4351
   4.500   0.9227   0.00765   0.00313  -0.1089   0.2575   0.4395
   5.000   0.9867   0.00778   0.00325  -0.1103   0.2501   0.4473
   5.500   1.0502   0.00793   0.00339  -0.1116   0.2453   0.4509
   6.000   1.1132   0.00814   0.00356  -0.1128   0.2366   0.4548
   6.500   1.1764   0.00828   0.00370  -0.1141   0.2328   0.4617
   7.000   1.2386   0.00852   0.00390  -0.1152   0.2249   0.4658
   7.500   1.3011   0.00869   0.00407  -0.1163   0.2211   0.4690
   8.000   1.3622   0.00898   0.00432  -0.1173   0.2113   0.4769
   8.500   1.4234   0.00922   0.00454  -0.1182   0.2063   0.4809
   9.000   1.4836   0.00951   0.00480  -0.1190   0.1989   0.4828
   9.500   1.5427   0.00987   0.00511  -0.1196   0.1909   0.4884
  10.000   1.6015   0.01020   0.00542  -0.1202   0.1833   0.4942
  10.500   1.6590   0.01059   0.00577  -0.1205   0.1754   0.4978
  11.000   1.7145   0.01108   0.00620  -0.1205   0.1657   0.5001
  11.500   1.7686   0.01158   0.00667  -0.1204   0.1571   0.5080
  12.000   1.8221   0.01205   0.00712  -0.1201   0.1507   0.5125
  12.500   1.8736   0.01256   0.00760  -0.1195   0.1445   0.5149
  13.000   1.9198   0.01323   0.00822  -0.1181   0.1359   0.5167
  13.500   1.9629   0.01393   0.00890  -0.1161   0.1297   0.5235
  14.000   2.0030   0.01463   0.00960  -0.1137   0.1244   0.5283
  14.500   2.0180   0.01593   0.01089  -0.1075   0.1171   0.5311
  15.000   2.0386   0.01766   0.01260  -0.1033   0.1097   0.5323
  15.500   2.0587   0.01979   0.01474  -0.1000   0.1032   0.5360
  16.000   2.0770   0.02237   0.01733  -0.0973   0.0971   0.5423
  16.500   2.0898   0.02559   0.02058  -0.0948   0.0907   0.5465
  17.000   2.0968   0.02951   0.02452  -0.0925   0.0845   0.5488
  17.500   2.0995   0.03400   0.02904  -0.0906   0.0798   0.5498
  18.000   2.0929   0.03953   0.03463  -0.0889   0.0750   0.5550
  18.500   2.0894   0.04514   0.04034  -0.0878   0.0724   0.5603
  19.000   2.0724   0.05225   0.04752  -0.0869   0.0686   0.5635
  19.500   2.0534   0.05978   0.05515  -0.0865   0.0659   0.5656
  20.000   2.0311   0.06782   0.06328  -0.0863   0.0626   0.5669
  20.500   2.0014   0.07685   0.07241  -0.0866   0.0600   0.5674
  21.000   1.9692   0.08643   0.08211  -0.0875   0.0575   0.5706
  21.500   1.9438   0.09532   0.09110  -0.0887   0.0554   0.5749
  22.000   1.9111   0.10527   0.10117  -0.0905   0.0530   0.5780
  22.500   1.8879   0.11423   0.11023  -0.0927   0.0513   0.5806
  23.000   1.8631   0.12347   0.11957  -0.0954   0.0486   0.5828
  23.500   1.8480   0.13157   0.12775  -0.0982   0.0472   0.5844
  24.000   1.8284   0.14044   0.13669  -0.1018   0.0446   0.5853
  24.500   1.8184   0.14801   0.14434  -0.1053   0.0433   0.5878
  25.000   1.8042   0.15628   0.15268  -0.1096   0.0413   0.5926
