  
       XFOIL         Version 6.99
  
 Calculated polar for: Profile30_12                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.800 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -0.1552   0.00936   0.00557  -0.1604   0.4865   0.2927
  -8.500  -0.0820   0.00903   0.00518  -0.1650   0.4686   0.2994
  -8.000  -0.0055   0.00857   0.00469  -0.1705   0.4524   0.3121
  -7.500   0.0635   0.00842   0.00449  -0.1736   0.4418   0.3153
  -7.000   0.1350   0.00816   0.00418  -0.1776   0.4275   0.3237
  -6.500   0.2043   0.00800   0.00397  -0.1809   0.4153   0.3294
  -6.000   0.2740   0.00780   0.00375  -0.1842   0.4062   0.3383
  -5.500   0.3419   0.00767   0.00358  -0.1870   0.3940   0.3454
  -5.000   0.4096   0.00753   0.00342  -0.1897   0.3866   0.3547
  -4.500   0.4748   0.00751   0.00334  -0.1918   0.3743   0.3609
  -4.000   0.5397   0.00747   0.00328  -0.1937   0.3671   0.3675
  -3.500   0.6038   0.00747   0.00323  -0.1956   0.3544   0.3752
  -3.000   0.6665   0.00752   0.00325  -0.1969   0.3476   0.3777
  -2.500   0.7288   0.00759   0.00326  -0.1982   0.3341   0.3864
  -2.000   0.7906   0.00766   0.00330  -0.1994   0.3266   0.3924
  -1.500   0.8516   0.00776   0.00336  -0.2003   0.3176   0.3992
  -1.000   0.9128   0.00781   0.00341  -0.2013   0.3136   0.4069
  -0.500   0.9713   0.00800   0.00354  -0.2017   0.3022   0.4094
  -0.000   1.0308   0.00811   0.00363  -0.2022   0.2982   0.4136
   0.500   1.0883   0.00829   0.00378  -0.2024   0.2886   0.4203
   1.000   1.1461   0.00844   0.00391  -0.2026   0.2822   0.4244
   1.500   1.2018   0.00867   0.00409  -0.2023   0.2741   0.4281
   2.000   1.2580   0.00883   0.00425  -0.2022   0.2678   0.4378
   2.500   1.3127   0.00904   0.00445  -0.2018   0.2630   0.4415
   3.000   1.3576   0.00935   0.00471  -0.1994   0.2532   0.4431
   3.500   1.4076   0.00962   0.00498  -0.1980   0.2487   0.4503
   4.000   1.4581   0.01001   0.00533  -0.1968   0.2387   0.4559
   4.500   1.5099   0.01033   0.00563  -0.1958   0.2347   0.4588
   5.000   1.5592   0.01077   0.00603  -0.1945   0.2249   0.4638
   5.500   1.6108   0.01110   0.00637  -0.1935   0.2214   0.4699
   6.000   1.6586   0.01160   0.00683  -0.1919   0.2131   0.4738
   6.500   1.7069   0.01206   0.00727  -0.1905   0.2059   0.4759
   7.000   1.7524   0.01267   0.00782  -0.1886   0.1957   0.4817
   7.500   1.7964   0.01332   0.00844  -0.1864   0.1865   0.4873
   8.000   1.8411   0.01394   0.00904  -0.1844   0.1789   0.4908
   8.500   1.8824   0.01471   0.00976  -0.1819   0.1698   0.4927
   9.000   1.9196   0.01566   0.01064  -0.1788   0.1579   0.4949
   9.500   1.9580   0.01656   0.01152  -0.1760   0.1503   0.5018
  10.000   1.9991   0.01732   0.01230  -0.1736   0.1468   0.5069
  10.500   2.0324   0.01845   0.01339  -0.1701   0.1371   0.5094
  11.000   2.0634   0.01971   0.01461  -0.1663   0.1301   0.5106
  11.500   2.0976   0.02081   0.01572  -0.1631   0.1251   0.5163
  12.000   2.1234   0.02239   0.01726  -0.1589   0.1155   0.5214
  12.500   2.1441   0.02431   0.01915  -0.1542   0.1062   0.5248
  13.000   2.1596   0.02660   0.02141  -0.1490   0.0962   0.5269
  13.500   2.1756   0.02901   0.02381  -0.1442   0.0886   0.5281
  14.000   2.1907   0.03162   0.02642  -0.1397   0.0826   0.5301
  14.500   2.2024   0.03468   0.02949  -0.1354   0.0766   0.5358
  15.000   2.2087   0.03855   0.03340  -0.1313   0.0715   0.5401
  15.500   2.2170   0.04264   0.03754  -0.1282   0.0680   0.5435
  16.000   2.2167   0.04779   0.04274  -0.1253   0.0638   0.5455
  16.500   2.2075   0.05404   0.04906  -0.1227   0.0600   0.5463
  17.000   2.1980   0.06038   0.05548  -0.1205   0.0570   0.5481
  17.500   2.1746   0.06844   0.06364  -0.1188   0.0536   0.5522
  18.000   2.1536   0.07641   0.07173  -0.1176   0.0518   0.5559
  18.500   2.1229   0.08567   0.08111  -0.1170   0.0493   0.5585
  19.000   2.1005   0.09402   0.08958  -0.1169   0.0476   0.5609
  19.500   2.0761   0.10271   0.09837  -0.1173   0.0456   0.5626
  20.000   2.0419   0.11281   0.10860  -0.1186   0.0435   0.5636
  20.500   2.0235   0.12098   0.11687  -0.1201   0.0421   0.5646
  21.000   2.0011   0.12978   0.12576  -0.1224   0.0399   0.5651
  21.500   1.9865   0.13757   0.13363  -0.1248   0.0385   0.5687
  22.000   1.9700   0.14572   0.14188  -0.1280   0.0368   0.5732
  22.500   1.9563   0.15359   0.14983  -0.1315   0.0350   0.5766
  23.000   1.9458   0.16104   0.15736  -0.1351   0.0338   0.5794
  23.500   1.9328   0.16883   0.16522  -0.1394   0.0320   0.5816
  24.000   1.9367   0.17403   0.17047  -0.1424   0.0309   0.5830
  24.500   1.9281   0.18119   0.17769  -0.1469   0.0297   0.5837
  25.000   1.9179   0.18865   0.18522  -0.1520   0.0280   0.5849
