  
       XFOIL         Version 6.99
  
 Calculated polar for: Profile24                                       
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.800 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -0.8577   0.01015   0.00613  -0.0539   0.4966   0.2593
  -8.500  -0.7781   0.00942   0.00538  -0.0603   0.4817   0.2674
  -8.000  -0.7012   0.00894   0.00484  -0.0656   0.4628   0.2739
  -7.500  -0.6258   0.00855   0.00443  -0.0703   0.4502   0.2811
  -7.000  -0.5531   0.00830   0.00416  -0.0742   0.4399   0.2887
  -6.500  -0.4816   0.00814   0.00396  -0.0776   0.4242   0.2943
  -6.000  -0.4103   0.00799   0.00378  -0.0810   0.4109   0.3020
  -5.500  -0.3396   0.00785   0.00363  -0.0841   0.4028   0.3078
  -5.000  -0.2689   0.00773   0.00349  -0.0873   0.3886   0.3165
  -4.500  -0.1994   0.00767   0.00340  -0.0901   0.3798   0.3213
  -4.000  -0.1298   0.00761   0.00332  -0.0929   0.3692   0.3285
  -3.500  -0.0605   0.00757   0.00325  -0.0956   0.3581   0.3346
  -3.000   0.0087   0.00752   0.00319  -0.0982   0.3513   0.3421
  -2.500   0.0775   0.00752   0.00316  -0.1008   0.3391   0.3484
  -2.000   0.1461   0.00750   0.00313  -0.1032   0.3335   0.3553
  -1.500   0.2145   0.00752   0.00312  -0.1056   0.3231   0.3620
  -1.000   0.2825   0.00752   0.00312  -0.1079   0.3185   0.3677
  -0.500   0.3507   0.00756   0.00313  -0.1102   0.3096   0.3753
  -0.000   0.4180   0.00760   0.00315  -0.1123   0.3037   0.3790
   0.500   0.4858   0.00766   0.00319  -0.1145   0.2948   0.3882
   1.000   0.5528   0.00773   0.00324  -0.1165   0.2888   0.3921
   1.500   0.6198   0.00783   0.00331  -0.1186   0.2806   0.3997
   2.000   0.6868   0.00789   0.00337  -0.1205   0.2753   0.4055
   2.500   0.7530   0.00802   0.00346  -0.1224   0.2692   0.4092
   3.000   0.8195   0.00812   0.00355  -0.1243   0.2618   0.4172
   3.500   0.8853   0.00826   0.00367  -0.1260   0.2563   0.4213
   4.000   0.9509   0.00841   0.00379  -0.1277   0.2492   0.4269
   4.500   1.0169   0.00850   0.00389  -0.1294   0.2463   0.4344
   5.000   1.0815   0.00872   0.00406  -0.1309   0.2382   0.4370
   5.500   1.1467   0.00885   0.00419  -0.1325   0.2349   0.4437
   6.000   1.2112   0.00902   0.00436  -0.1340   0.2302   0.4495
   6.500   1.2750   0.00924   0.00454  -0.1353   0.2236   0.4523
   7.000   1.3391   0.00941   0.00471  -0.1367   0.2203   0.4589
   7.500   1.4020   0.00968   0.00495  -0.1379   0.2127   0.4651
   8.000   1.4650   0.00987   0.00514  -0.1390   0.2098   0.4679
   8.500   1.5267   0.01018   0.00541  -0.1400   0.2033   0.4743
   9.000   1.5887   0.01042   0.00565  -0.1410   0.1985   0.4803
   9.500   1.6485   0.01079   0.00598  -0.1417   0.1911   0.4835
  10.000   1.7090   0.01106   0.00624  -0.1424   0.1873   0.4879
  10.500   1.7675   0.01146   0.00661  -0.1428   0.1809   0.4951
  11.000   1.8260   0.01179   0.00693  -0.1432   0.1764   0.4989
  11.500   1.8808   0.01230   0.00739  -0.1430   0.1682   0.5004
  12.000   1.9352   0.01278   0.00785  -0.1428   0.1627   0.5068
  12.500   1.9879   0.01328   0.00834  -0.1422   0.1566   0.5123
  13.000   2.0357   0.01396   0.00897  -0.1409   0.1492   0.5158
  13.500   2.0830   0.01454   0.00955  -0.1395   0.1453   0.5172
  14.000   2.1231   0.01534   0.01034  -0.1370   0.1393   0.5240
  14.500   2.1438   0.01646   0.01148  -0.1312   0.1354   0.5292
  15.000   2.1675   0.01794   0.01298  -0.1268   0.1305   0.5326
  15.500   2.1908   0.01979   0.01484  -0.1232   0.1260   0.5341
  16.000   2.2139   0.02194   0.01701  -0.1202   0.1212   0.5379
  16.500   2.2292   0.02487   0.01997  -0.1172   0.1157   0.5443
  17.000   2.2484   0.02774   0.02288  -0.1149   0.1121   0.5484
  17.500   2.2533   0.03190   0.02707  -0.1124   0.1067   0.5507
  18.000   2.2503   0.03694   0.03216  -0.1100   0.1018   0.5518
  18.500   2.2481   0.04223   0.03752  -0.1082   0.0980   0.5549
  19.000   2.2318   0.04913   0.04449  -0.1067   0.0933   0.5601
  19.500   2.2213   0.05564   0.05109  -0.1056   0.0906   0.5639
  20.000   2.1891   0.06463   0.06018  -0.1049   0.0862   0.5664
  20.500   2.1573   0.07375   0.06942  -0.1046   0.0833   0.5682
  21.000   2.1266   0.08287   0.07863  -0.1048   0.0798   0.5694
  21.500   2.0877   0.09323   0.08912  -0.1057   0.0774   0.5701
  22.000   2.0547   0.10295   0.09893  -0.1069   0.0739   0.5710
  22.500   2.0196   0.11326   0.10937  -0.1091   0.0719   0.5751
  23.000   1.9867   0.12336   0.11956  -0.1118   0.0683   0.5792
  23.500   1.9663   0.13210   0.12840  -0.1148   0.0660   0.5829
  24.000   1.9449   0.14104   0.13742  -0.1184   0.0630   0.5856
  24.500   1.9282   0.14944   0.14590  -0.1222   0.0606   0.5876
  25.000   1.9127   0.15782   0.15433  -0.1265   0.0578   0.5886
