  
       XFOIL         Version 6.99
  
 Calculated polar for: Profile16_12                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.800 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -0.2145   0.01591   0.01161  -0.1276   0.3941   0.2586
  -8.500  -0.1366   0.01480   0.01049  -0.1348   0.3826   0.2689
  -8.000  -0.0640   0.01431   0.00997  -0.1396   0.3723   0.2754
  -7.500   0.0178   0.01366   0.00932  -0.1465   0.3619   0.2853
  -7.000   0.1039   0.01303   0.00864  -0.1543   0.3495   0.2956
  -6.500   0.1824   0.01270   0.00830  -0.1597   0.3431   0.3016
  -6.000   0.2585   0.01241   0.00797  -0.1648   0.3310   0.3103
  -5.500   0.3374   0.01207   0.00761  -0.1703   0.3237   0.3160
  -5.000   0.4128   0.01193   0.00743  -0.1750   0.3107   0.3254
  -4.500   0.4879   0.01181   0.00729  -0.1794   0.3062   0.3309
  -4.000   0.5662   0.01175   0.00718  -0.1845   0.2956   0.3379
  -3.500   0.6446   0.01170   0.00712  -0.1894   0.2905   0.3447
  -3.000   0.7142   0.01182   0.00719  -0.1923   0.2835   0.3480
  -2.500   0.7982   0.01178   0.00714  -0.1984   0.2759   0.3590
  -2.000   0.8678   0.01196   0.00729  -0.2013   0.2710   0.3627
  -1.500   0.9468   0.01210   0.00740  -0.2062   0.2617   0.3732
  -1.000   1.0179   0.01229   0.00756  -0.2092   0.2585   0.3778
  -0.500   1.0868   0.01258   0.00781  -0.2119   0.2514   0.3845
  -0.000   1.1595   0.01280   0.00802  -0.2153   0.2459   0.3919
   0.500   1.2231   0.01314   0.00832  -0.2168   0.2416   0.3945
   1.000   1.2907   0.01350   0.00864  -0.2192   0.2337   0.4036
   1.500   1.3560   0.01380   0.00895  -0.2210   0.2313   0.4092
   2.000   1.4156   0.01424   0.00935  -0.2216   0.2272   0.4119
   2.500   1.4773   0.01471   0.00979  -0.2228   0.2201   0.4201
   3.000   1.5384   0.01511   0.01020  -0.2237   0.2180   0.4257
   3.500   1.5946   0.01561   0.01068  -0.2237   0.2154   0.4281
   4.000   1.6519   0.01618   0.01122  -0.2240   0.2102   0.4372
   4.500   1.7065   0.01676   0.01180  -0.2238   0.2059   0.4420
   5.000   1.7601   0.01731   0.01235  -0.2233   0.2043   0.4439
   5.500   1.8126   0.01796   0.01299  -0.2227   0.2008   0.4500
   6.000   1.8614   0.01879   0.01381  -0.2215   0.1954   0.4564
   6.500   1.9124   0.01944   0.01447  -0.2207   0.1932   0.4599
   7.000   1.9598   0.02023   0.01525  -0.2192   0.1908   0.4612
   7.500   2.0027   0.02126   0.01625  -0.2171   0.1862   0.4653
   8.000   2.0498   0.02212   0.01713  -0.2157   0.1821   0.4714
   8.500   2.0935   0.02312   0.01815  -0.2138   0.1805   0.4758
   9.000   2.1331   0.02430   0.01931  -0.2113   0.1763   0.4781
   9.500   2.1694   0.02565   0.02065  -0.2084   0.1711   0.4790
  10.000   2.2119   0.02675   0.02178  -0.2065   0.1699   0.4849
  10.500   2.2508   0.02806   0.02310  -0.2041   0.1672   0.4904
  11.000   2.2808   0.02988   0.02492  -0.2007   0.1627   0.4943
  11.500   2.3169   0.03133   0.02639  -0.1980   0.1600   0.4963
  12.000   2.3497   0.03301   0.02811  -0.1951   0.1586   0.4971
  12.500   2.3764   0.03517   0.03029  -0.1917   0.1555   0.5021
  13.000   2.4026   0.03746   0.03260  -0.1884   0.1513   0.5084
  13.500   2.4282   0.03987   0.03506  -0.1853   0.1495   0.5125
  14.000   2.4503   0.04263   0.03786  -0.1821   0.1476   0.5147
  14.500   2.4570   0.04692   0.04218  -0.1783   0.1439   0.5157
  15.000   2.4659   0.05130   0.04662  -0.1752   0.1401   0.5197
  15.500   2.4771   0.05558   0.05098  -0.1728   0.1387   0.5257
  16.000   2.4747   0.06116   0.05665  -0.1702   0.1365   0.5296
  16.500   2.4559   0.06839   0.06396  -0.1673   0.1319   0.5322
  17.000   2.4516   0.07422   0.06989  -0.1653   0.1306   0.5340
  17.500   2.4267   0.08232   0.07811  -0.1635   0.1288   0.5348
  18.000   2.3953   0.09111   0.08699  -0.1620   0.1254   0.5368
  18.500   2.3735   0.09901   0.09500  -0.1614   0.1221   0.5418
  19.000   2.3597   0.10615   0.10225  -0.1613   0.1211   0.5468
  19.500   2.3396   0.11394   0.11014  -0.1618   0.1191   0.5505
  20.000   2.3129   0.12256   0.11884  -0.1630   0.1159   0.5526
  20.500   2.2973   0.12997   0.12635  -0.1645   0.1135   0.5539
  21.000   2.2856   0.13689   0.13336  -0.1664   0.1125   0.5546
  22.000   2.2492   0.15247   0.14910  -0.1722   0.1076   0.5628
  22.500   2.2556   0.15719   0.15387  -0.1743   0.1055   0.5678
  23.000   2.2480   0.16365   0.16043  -0.1775   0.1045   0.5712
  24.000   2.2122   0.17906   0.17596  -0.1865   0.0981   0.5744
  24.500   2.2237   0.18286   0.17980  -0.1889   0.0970   0.5751
  25.000   2.2056   0.19063   0.18763  -0.1942   0.0939   0.5794
