  
       XFOIL         Version 6.99
  
 Calculated polar for: Profile36_-12                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.800 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -1.5261   0.01607   0.01073   0.0619   0.5585   0.0355
  -8.500  -1.4994   0.01468   0.00932   0.0650   0.5454   0.0409
  -8.000  -1.4590   0.01357   0.00825   0.0665   0.5398   0.0505
  -7.500  -1.4149   0.01257   0.00731   0.0678   0.5273   0.0649
  -7.000  -1.3721   0.01136   0.00625   0.0692   0.5205   0.0923
  -6.500  -1.3248   0.01037   0.00539   0.0702   0.5063   0.1208
  -6.000  -1.2790   0.00920   0.00445   0.0715   0.4958   0.1650
  -5.500  -1.2279   0.00839   0.00381   0.0721   0.4861   0.2001
  -5.000  -1.1741   0.00778   0.00332   0.0725   0.4748   0.2290
  -4.500  -1.1184   0.00729   0.00294   0.0726   0.4656   0.2545
  -4.000  -1.0627   0.00682   0.00257   0.0727   0.4537   0.2830
  -3.500  -1.0062   0.00638   0.00225   0.0727   0.4472   0.3111
  -3.000  -0.9468   0.00617   0.00207   0.0723   0.4346   0.3256
  -2.500  -0.8875   0.00593   0.00189   0.0719   0.4273   0.3439
  -2.000  -0.8271   0.00578   0.00175   0.0713   0.4171   0.3563
  -1.500  -0.7654   0.00572   0.00168   0.0704   0.4119   0.3607
  -1.000  -0.7041   0.00563   0.00159   0.0697   0.4028   0.3701
  -0.500  -0.6424   0.00555   0.00152   0.0689   0.3987   0.3757
  -0.000  -0.5807   0.00549   0.00145   0.0680   0.3888   0.3850
   0.500  -0.5187   0.00545   0.00140   0.0671   0.3801   0.3916
   1.000  -0.4563   0.00544   0.00137   0.0661   0.3710   0.3982
   1.500  -0.3944   0.00537   0.00132   0.0652   0.3642   0.4059
   2.500  -0.2698   0.00536   0.00129   0.0631   0.3447   0.4208
   3.000  -0.2069   0.00540   0.00130   0.0620   0.3344   0.4243
   3.500  -0.1441   0.00542   0.00131   0.0609   0.3298   0.4276
   4.000  -0.0816   0.00545   0.00133   0.0597   0.3187   0.4350
   4.500  -0.0189   0.00549   0.00136   0.0586   0.3114   0.4401
   5.000   0.0440   0.00556   0.00140   0.0573   0.3025   0.4430
   5.500   0.1065   0.00559   0.00145   0.0561   0.2957   0.4510
   6.000   0.1692   0.00567   0.00151   0.0549   0.2864   0.4563
   6.500   0.2321   0.00577   0.00159   0.0536   0.2792   0.4582
   7.000   0.2948   0.00585   0.00166   0.0523   0.2722   0.4632
   7.500   0.3573   0.00590   0.00173   0.0511   0.2684   0.4699
   8.000   0.4197   0.00608   0.00187   0.0497   0.2542   0.4740
   8.500   0.4822   0.00626   0.00200   0.0484   0.2443   0.4754
   9.000   0.5446   0.00636   0.00211   0.0471   0.2394   0.4807
   9.500   0.6063   0.00658   0.00230   0.0457   0.2249   0.4875
  10.000   0.6680   0.00683   0.00251   0.0443   0.2118   0.4918
  10.500   0.7292   0.00719   0.00279   0.0429   0.1942   0.4954
  11.000   0.7894   0.00767   0.00317   0.0415   0.1704   0.5028
  11.500   0.8502   0.00797   0.00345   0.0401   0.1613   0.5073
  12.000   0.9114   0.00817   0.00366   0.0387   0.1591   0.5095
  12.500   0.9709   0.00865   0.00407   0.0373   0.1450   0.5104
  13.000   1.0304   0.00907   0.00445   0.0359   0.1352   0.5179
  13.500   1.0880   0.00973   0.00504   0.0344   0.1197   0.5229
  14.000   1.1454   0.01038   0.00564   0.0329   0.1069   0.5263
  14.500   1.2009   0.01134   0.00651   0.0311   0.0922   0.5279
  15.000   1.2570   0.01233   0.00746   0.0288   0.0823   0.5310
  15.500   1.3115   0.01363   0.00874   0.0259   0.0741   0.5379
  16.000   1.3600   0.01545   0.01054   0.0226   0.0670   0.5424
  16.500   1.3870   0.01782   0.01291   0.0219   0.0614   0.5451
  17.000   1.4122   0.02042   0.01551   0.0214   0.0566   0.5464
  17.500   1.4361   0.02319   0.01829   0.0207   0.0525   0.5545
  18.000   1.4561   0.02636   0.02149   0.0199   0.0489   0.5589
  18.500   1.4736   0.02981   0.02497   0.0191   0.0454   0.5634
  19.000   1.4850   0.03397   0.02917   0.0180   0.0426   0.5661
  19.500   1.4984   0.03817   0.03341   0.0166   0.0402   0.5734
  20.000   1.5075   0.04288   0.03818   0.0150   0.0375   0.5788
  20.500   1.5171   0.04757   0.04292   0.0134   0.0360   0.5818
  21.000   1.5162   0.05346   0.04887   0.0115   0.0343   0.5830
  21.500   1.5212   0.05891   0.05439   0.0094   0.0331   0.5865
  22.000   1.5219   0.06518   0.06073   0.0066   0.0314   0.5924
  22.500   1.5210   0.07176   0.06739   0.0036   0.0296   0.5963
  23.000   1.5198   0.07944   0.07513  -0.0013   0.0272   0.5994
  23.500   1.5160   0.08651   0.08227  -0.0045   0.0257   0.6011
  24.000   1.5068   0.09403   0.08986  -0.0076   0.0244   0.6028
  24.500   1.4976   0.10182   0.09774  -0.0111   0.0227   0.6096
  25.000   1.4852   0.11006   0.10606  -0.0148   0.0212   0.6149
