  
       XFOIL         Version 6.99
  
 Calculated polar for: Profile24_-12                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.800 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -1.6200   0.01090   0.00661   0.0639   0.5275   0.2298
  -8.500  -1.5561   0.01044   0.00616   0.0618   0.5180   0.2362
  -8.000  -1.4913   0.01001   0.00573   0.0596   0.5024   0.2451
  -7.500  -1.4260   0.00971   0.00543   0.0575   0.4937   0.2499
  -7.000  -1.3600   0.00937   0.00510   0.0552   0.4780   0.2585
  -6.500  -1.2939   0.00913   0.00485   0.0531   0.4695   0.2632
  -6.000  -1.2272   0.00886   0.00458   0.0508   0.4547   0.2717
  -5.500  -1.1603   0.00865   0.00436   0.0486   0.4447   0.2774
  -5.000  -1.0931   0.00840   0.00413   0.0463   0.4339   0.2868
  -4.500  -1.0259   0.00826   0.00397   0.0441   0.4224   0.2915
  -4.000  -0.9586   0.00810   0.00381   0.0419   0.4122   0.2986
  -3.500  -0.8909   0.00795   0.00365   0.0396   0.3991   0.3057
  -3.000  -0.8232   0.00780   0.00351   0.0374   0.3920   0.3141
  -2.500  -0.7554   0.00769   0.00338   0.0351   0.3801   0.3207
  -2.000  -0.6877   0.00759   0.00329   0.0329   0.3728   0.3273
  -1.500  -0.6197   0.00750   0.00319   0.0306   0.3598   0.3344
  -1.000  -0.5521   0.00745   0.00313   0.0285   0.3546   0.3377
  -0.500  -0.4839   0.00736   0.00304   0.0261   0.3453   0.3480
  -0.000  -0.4161   0.00732   0.00300   0.0240   0.3382   0.3523
   0.500  -0.3479   0.00727   0.00294   0.0217   0.3303   0.3621
   1.000  -0.2801   0.00725   0.00292   0.0195   0.3217   0.3672
   1.500  -0.2122   0.00722   0.00290   0.0173   0.3164   0.3748
   2.000  -0.1441   0.00722   0.00289   0.0151   0.3063   0.3818
   2.500  -0.0765   0.00723   0.00289   0.0130   0.3030   0.3857
   3.000  -0.0084   0.00725   0.00290   0.0107   0.2932   0.3952
   3.500   0.0593   0.00728   0.00293   0.0086   0.2878   0.3994
   4.000   0.1270   0.00734   0.00297   0.0064   0.2818   0.4056
   4.500   0.1948   0.00737   0.00301   0.0042   0.2737   0.4132
   5.000   0.2623   0.00744   0.00306   0.0021   0.2699   0.4163
   5.500   0.3299   0.00754   0.00314  -0.0001   0.2611   0.4241
   6.000   0.3975   0.00758   0.00320  -0.0022   0.2578   0.4307
   6.500   0.4647   0.00769   0.00329  -0.0043   0.2530   0.4334
   7.000   0.5321   0.00781   0.00340  -0.0064   0.2445   0.4420
   7.500   0.5993   0.00789   0.00350  -0.0085   0.2416   0.4475
   8.000   0.6662   0.00806   0.00363  -0.0106   0.2359   0.4501
   8.500   0.7331   0.00818   0.00376  -0.0127   0.2306   0.4561
   9.000   0.8001   0.00829   0.00388  -0.0148   0.2272   0.4635
   9.500   0.8666   0.00852   0.00408  -0.0168   0.2190   0.4673
  10.000   0.9330   0.00867   0.00422  -0.0188   0.2159   0.4722
  10.500   0.9994   0.00886   0.00442  -0.0209   0.2110   0.4804
  11.000   1.0654   0.00908   0.00463  -0.0229   0.2047   0.4845
  11.500   1.1310   0.00933   0.00485  -0.0249   0.1998   0.4860
  12.000   1.1965   0.00961   0.00512  -0.0269   0.1925   0.4941
  12.500   1.2618   0.00987   0.00538  -0.0289   0.1882   0.5000
  13.000   1.3265   0.01022   0.00570  -0.0309   0.1810   0.5034
  13.500   1.3909   0.01051   0.00598  -0.0328   0.1775   0.5055
  14.000   1.4547   0.01094   0.00639  -0.0347   0.1694   0.5140
  14.500   1.5179   0.01142   0.00684  -0.0367   0.1626   0.5197
  15.000   1.5807   0.01184   0.00724  -0.0385   0.1574   0.5223
  15.500   1.6419   0.01247   0.00782  -0.0403   0.1493   0.5236
  16.000   1.7032   0.01301   0.00836  -0.0421   0.1449   0.5321
  16.500   1.7630   0.01371   0.00905  -0.0440   0.1386   0.5382
  17.000   1.8215   0.01458   0.00990  -0.0459   0.1334   0.5415
  17.500   1.8787   0.01563   0.01094  -0.0482   0.1279   0.5431
  18.000   1.9299   0.01745   0.01275  -0.0511   0.1209   0.5512
  18.500   1.9647   0.02019   0.01553  -0.0533   0.1167   0.5574
  19.000   1.9496   0.02501   0.02041  -0.0505   0.1119   0.5607
  19.500   1.9456   0.02988   0.02532  -0.0496   0.1075   0.5623
  20.000   1.9403   0.03511   0.03061  -0.0490   0.1031   0.5632
  20.500   1.9290   0.04117   0.03673  -0.0489   0.0986   0.5689
  21.000   1.9266   0.04665   0.04228  -0.0491   0.0956   0.5746
  21.500   1.9013   0.05457   0.05030  -0.0497   0.0920   0.5782
  22.000   1.8843   0.06180   0.05759  -0.0505   0.0882   0.5812
  22.500   1.8491   0.07117   0.06706  -0.0518   0.0844   0.5826
  23.000   1.8238   0.07972   0.07570  -0.0534   0.0812   0.5834
  23.500   1.7937   0.08894   0.08500  -0.0554   0.0778   0.5853
  24.000   1.7737   0.09726   0.09342  -0.0576   0.0752   0.5907
  24.500   1.7495   0.10621   0.10246  -0.0603   0.0726   0.5958
  25.000   1.7257   0.11527   0.11160  -0.0634   0.0694   0.5995
