  
       XFOIL         Version 6.99
  
 Calculated polar for: Profile20_-12                                   
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.800 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -1.6124   0.01286   0.00835   0.0659   0.4947   0.2110
  -8.500  -1.5464   0.01190   0.00742   0.0622   0.4849   0.2203
  -8.000  -1.4805   0.01144   0.00693   0.0596   0.4710   0.2259
  -7.500  -1.4136   0.01084   0.00638   0.0566   0.4625   0.2352
  -7.000  -1.3458   0.01045   0.00598   0.0539   0.4488   0.2433
  -6.500  -1.2776   0.01011   0.00565   0.0512   0.4397   0.2492
  -6.000  -1.2089   0.00979   0.00533   0.0484   0.4254   0.2576
  -5.500  -1.1400   0.00952   0.00508   0.0457   0.4188   0.2634
  -5.000  -1.0703   0.00923   0.00480   0.0428   0.4043   0.2738
  -4.500  -1.0012   0.00905   0.00462   0.0403   0.3981   0.2787
  -4.000  -0.9310   0.00880   0.00438   0.0373   0.3834   0.2898
  -3.500  -0.8615   0.00864   0.00423   0.0347   0.3787   0.2967
  -3.000  -0.7913   0.00848   0.00406   0.0319   0.3662   0.3047
  -2.500  -0.7218   0.00838   0.00396   0.0294   0.3606   0.3099
  -2.000  -0.6514   0.00823   0.00381   0.0266   0.3497   0.3199
  -1.500  -0.5819   0.00815   0.00374   0.0241   0.3432   0.3251
  -1.000  -0.5116   0.00806   0.00364   0.0213   0.3331   0.3340
  -0.500  -0.4421   0.00802   0.00359   0.0189   0.3267   0.3376
  -0.000  -0.3719   0.00795   0.00353   0.0162   0.3190   0.3469
   0.500  -0.3021   0.00792   0.00349   0.0136   0.3111   0.3522
   1.000  -0.2321   0.00786   0.00345   0.0110   0.3063   0.3618
   1.500  -0.1623   0.00788   0.00344   0.0085   0.2961   0.3676
   2.000  -0.0927   0.00786   0.00343   0.0060   0.2932   0.3743
   2.500  -0.0228   0.00788   0.00344   0.0034   0.2854   0.3824
   3.000   0.0465   0.00793   0.00347   0.0010   0.2791   0.3857
   3.500   0.1163   0.00793   0.00349  -0.0016   0.2740   0.3956
   4.000   0.1857   0.00802   0.00356  -0.0041   0.2650   0.4004
   4.500   0.2549   0.00807   0.00360  -0.0065   0.2623   0.4066
   5.000   0.3244   0.00815   0.00368  -0.0090   0.2565   0.4137
   5.500   0.3933   0.00824   0.00376  -0.0114   0.2503   0.4172
   6.000   0.4624   0.00832   0.00384  -0.0138   0.2468   0.4248
   6.500   0.5315   0.00845   0.00396  -0.0162   0.2403   0.4321
   7.000   0.6000   0.00856   0.00407  -0.0185   0.2365   0.4347
   7.500   0.6687   0.00867   0.00418  -0.0209   0.2335   0.4420
   8.000   0.7373   0.00885   0.00434  -0.0233   0.2274   0.4483
   8.500   0.8055   0.00899   0.00448  -0.0256   0.2234   0.4513
   9.000   0.8734   0.00915   0.00462  -0.0278   0.2207   0.4537
   9.500   0.9415   0.00937   0.00483  -0.0302   0.2147   0.4625
  10.000   1.0093   0.00954   0.00501  -0.0325   0.2107   0.4678
  10.500   1.0766   0.00975   0.00520  -0.0347   0.2074   0.4698
  11.000   1.1436   0.01004   0.00547  -0.0369   0.2013   0.4748
  11.500   1.2109   0.01023   0.00568  -0.0392   0.1982   0.4823
  12.000   1.2775   0.01051   0.00594  -0.0414   0.1945   0.4866
  12.500   1.3433   0.01087   0.00627  -0.0435   0.1879   0.4884
  13.000   1.4094   0.01111   0.00652  -0.0456   0.1864   0.4938
  13.500   1.4750   0.01144   0.00686  -0.0478   0.1826   0.5014
  14.000   1.5396   0.01187   0.00727  -0.0498   0.1765   0.5055
  14.500   1.6041   0.01221   0.00760  -0.0518   0.1744   0.5073
  15.000   1.6671   0.01276   0.00813  -0.0538   0.1689   0.5138
  15.500   1.7303   0.01321   0.00859  -0.0558   0.1650   0.5214
  16.000   1.7919   0.01380   0.00917  -0.0577   0.1613   0.5256
  16.500   1.8517   0.01458   0.00993  -0.0597   0.1558   0.5272
  17.000   1.9122   0.01528   0.01065  -0.0618   0.1539   0.5351
  17.500   1.9690   0.01650   0.01189  -0.0643   0.1501   0.5419
  18.000   2.0196   0.01822   0.01362  -0.0669   0.1458   0.5460
  18.500   2.0279   0.02195   0.01743  -0.0662   0.1440   0.5473
  19.000   2.0261   0.02637   0.02190  -0.0646   0.1408   0.5527
  19.500   2.0226   0.03124   0.02685  -0.0636   0.1367   0.5597
  20.000   2.0324   0.03525   0.03093  -0.0634   0.1355   0.5649
  20.500   2.0318   0.04026   0.03601  -0.0631   0.1330   0.5673
  21.000   2.0124   0.04720   0.04302  -0.0629   0.1294   0.5682
  21.500   2.0077   0.05296   0.04886  -0.0632   0.1273   0.5721
  22.000   1.9970   0.05942   0.05542  -0.0637   0.1251   0.5787
  22.500   1.9712   0.06745   0.06353  -0.0645   0.1215   0.5835
  23.000   1.9546   0.07474   0.07091  -0.0655   0.1187   0.5871
  23.500   1.9347   0.08253   0.07879  -0.0668   0.1163   0.5889
  24.000   1.9013   0.09187   0.08820  -0.0686   0.1119   0.5897
  24.500   1.8840   0.09964   0.09606  -0.0706   0.1101   0.5919
  25.000   1.8568   0.10870   0.10520  -0.0732   0.1070   0.5973
