  
       XFOIL         Version 6.99
  
 Calculated polar for: Profile26_12                                    
  
 1 1 Reynolds number fixed          Mach number fixed         
  
 xtrf =   1.000 (top)        1.000 (bottom)  
 Mach =   0.000     Re =     9.800 e 6     Ncrit =   9.000
  
   alpha    CL        CD       CDp       CM     Top_Xtr  Bot_Xtr
  ------ -------- --------- --------- -------- -------- --------
  -9.000  -0.1568   0.01087   0.00699  -0.1576   0.4701   0.2876
  -8.500  -0.0771   0.01041   0.00649  -0.1639   0.4517   0.2966
  -8.000  -0.0029   0.01017   0.00619  -0.1686   0.4341   0.3021
  -7.500   0.0790   0.00973   0.00571  -0.1753   0.4208   0.3115
  -7.000   0.1519   0.00957   0.00550  -0.1793   0.4101   0.3157
  -6.500   0.2317   0.00925   0.00513  -0.1853   0.3946   0.3251
  -6.000   0.3036   0.00913   0.00498  -0.1890   0.3867   0.3291
  -5.500   0.3810   0.00889   0.00471  -0.1942   0.3742   0.3394
  -5.000   0.4510   0.00885   0.00461  -0.1974   0.3638   0.3435
  -4.500   0.5250   0.00870   0.00443  -0.2016   0.3541   0.3531
  -4.000   0.5939   0.00869   0.00437  -0.2045   0.3429   0.3586
  -3.500   0.6633   0.00863   0.00429  -0.2075   0.3360   0.3659
  -3.000   0.7314   0.00864   0.00424  -0.2102   0.3259   0.3727
  -2.500   0.7967   0.00868   0.00425  -0.2121   0.3191   0.3761
  -2.000   0.8633   0.00872   0.00426  -0.2144   0.3110   0.3851
  -1.500   0.9273   0.00880   0.00430  -0.2160   0.3027   0.3898
  -1.000   0.9904   0.00891   0.00438  -0.2174   0.2960   0.3965
  -0.500   1.0531   0.00903   0.00447  -0.2187   0.2866   0.4037
  -0.000   1.1138   0.00918   0.00459  -0.2195   0.2819   0.4062
   0.500   1.1733   0.00939   0.00475  -0.2201   0.2724   0.4133
   1.000   1.2334   0.00953   0.00489  -0.2207   0.2681   0.4197
   1.500   1.2894   0.00982   0.00512  -0.2206   0.2590   0.4225
   2.000   1.3468   0.01001   0.00531  -0.2206   0.2548   0.4291
   2.500   1.3957   0.01028   0.00558  -0.2190   0.2504   0.4350
   3.000   1.4424   0.01070   0.00596  -0.2170   0.2415   0.4384
   3.500   1.4960   0.01101   0.00627  -0.2163   0.2390   0.4442
   4.000   1.5479   0.01142   0.00666  -0.2153   0.2333   0.4507
   4.500   1.5991   0.01183   0.00705  -0.2143   0.2264   0.4542
   5.000   1.6504   0.01224   0.00745  -0.2132   0.2229   0.4557
   5.500   1.7000   0.01275   0.00793  -0.2119   0.2162   0.4624
   6.000   1.7508   0.01318   0.00837  -0.2108   0.2120   0.4691
   6.500   1.7975   0.01379   0.00894  -0.2090   0.2049   0.4719
   7.000   1.8450   0.01435   0.00948  -0.2073   0.1991   0.4737
   7.500   1.8906   0.01502   0.01014  -0.2054   0.1931   0.4813
   8.000   1.9365   0.01566   0.01077  -0.2036   0.1871   0.4864
   8.500   1.9789   0.01643   0.01152  -0.2012   0.1817   0.4889
   9.000   2.0208   0.01724   0.01230  -0.1988   0.1746   0.4904
   9.500   2.0581   0.01828   0.01331  -0.1957   0.1671   0.4981
  10.000   2.0987   0.01915   0.01418  -0.1932   0.1615   0.5032
  10.500   2.1310   0.02041   0.01541  -0.1894   0.1531   0.5059
  11.000   2.1654   0.02159   0.01658  -0.1861   0.1479   0.5072
  11.500   2.1987   0.02286   0.01784  -0.1827   0.1423   0.5113
  12.000   2.2290   0.02430   0.01929  -0.1790   0.1374   0.5176
  12.500   2.2592   0.02581   0.02080  -0.1754   0.1314   0.5219
  13.000   2.2818   0.02779   0.02277  -0.1709   0.1254   0.5241
  13.500   2.3073   0.02964   0.02463  -0.1670   0.1203   0.5252
  14.000   2.3267   0.03198   0.02696  -0.1626   0.1138   0.5285
  14.500   2.3433   0.03465   0.02965  -0.1582   0.1091   0.5345
  15.000   2.3574   0.03765   0.03268  -0.1540   0.1038   0.5391
  15.500   2.3595   0.04193   0.03698  -0.1494   0.0973   0.5417
  16.000   2.3586   0.04694   0.04204  -0.1456   0.0922   0.5430
  16.500   2.3604   0.05193   0.04708  -0.1426   0.0883   0.5437
  17.500   2.3322   0.06554   0.06086  -0.1372   0.0802   0.5519
  18.000   2.3013   0.07435   0.06978  -0.1352   0.0758   0.5549
  18.500   2.2739   0.08306   0.07861  -0.1339   0.0733   0.5574
  19.000   2.2407   0.09244   0.08809  -0.1332   0.0693   0.5593
  19.500   2.2043   0.10251   0.09830  -0.1334   0.0670   0.5606
  20.000   2.1731   0.11194   0.10782  -0.1342   0.0635   0.5617
  20.500   2.1530   0.12017   0.11615  -0.1354   0.0618   0.5624
  21.000   2.1117   0.13130   0.12740  -0.1383   0.0583   0.5627
  21.500   2.0937   0.13945   0.13563  -0.1408   0.0564   0.5659
  22.000   2.0694   0.14858   0.14485  -0.1445   0.0530   0.5698
  22.500   2.0566   0.15624   0.15259  -0.1479   0.0513   0.5737
  23.000   2.0384   0.16464   0.16107  -0.1522   0.0487   0.5764
  23.500   2.0406   0.17004   0.16652  -0.1551   0.0470   0.5792
  24.000   2.0259   0.17799   0.17453  -0.1599   0.0447   0.5806
  24.500   2.0164   0.18521   0.18182  -0.1646   0.0428   0.5816
  25.000   2.0068   0.19246   0.18914  -0.1696   0.0412   0.5820
